"date","S42SMSM144SCEN","S423SMM144SCEN","S4231SM144SCEN","S4232SM144SCEN","S4233SM144SCEN","S42343M144SCEN","S4235SM144SCEN","S4236SM144SCEN","S4237SM144SCEN","S4238SM144SCEN","S4239SM144SCEN","S4241SM144SCEN","S4242SM144SCEN","S4243SM144SCEN","S4244SM144SCEN","S4245SM144SCEN","S4246SM144SCEN","S4247SM144SCEN","S4248SM144SCEN","S4249SM144SCEN","I42IMSM144SCEN","I4231IM144SCEN","I4232IM144SCEN","I4233IM144SCEN","I4234IM144SCEN","I42343M144SCEN","I4235IM144SCEN","I4236IM144SCEN","I4237IM144SCEN","I4238IM144SCEN","I4239IM144SCEN","I4241IM144SCEN","I4242IM144SCEN","I4243IM144SCEN","I4244IM144SCEN","I4245IM144SCEN","I4246IM144SCEN","I4247IM144SCEN","I4248IM144SCEN","I4249IM144SCEN","R42IRSM163SCEN","R423IRM163SCEN","R4231IM163SCEN","R4232IM163SCEN","R4233IM163SCEN","R4234IM163SCEN","R42343M163SCEN","R4235IM163SCEN","R4236IM163SCEN","R4237IM163SCEN","R4238IM163SCEN","R4239IM163SCEN","R424IRM163SCEN","R4241IM163SCEN","R4242IM163SCEN","R4243IM163SCEN","R4244IM163SCEN","R4245IM163SCEN","R4246IM163SCEN","R4247IM163SCEN","R4248IM163SCEN","R4249IM163SCEN"
1992-01-01,142980,67861,12652,2533,3980,NA,5696,9472,3655,11120,8403,4015,5491,5278,22849,8841,3138,10982,4302,10223,188403,21040,4346,5197,16674,NA,9188,15752,7034,26496,12071,4099,8317,9700,16971,7830,3452,4060,4978,11198,1.32,1.74,1.66,1.72,1.31,1.61,NA,1.61,1.66,1.92,2.38,1.44,0.94,1.02,1.51,1.84,0.74,0.89,1.1,0.37,1.16,1.1
1992-02-01,144206,69749,12942,2533,4166,NA,5834,9460,3650,11692,8931,3958,5473,5215,23062,8908,3147,10823,4323,9548,189335,21285,4390,5052,16650,NA,9410,15651,7055,26339,12305,4192,8451,9885,17109,7928,3523,4007,4898,11205,1.31,1.69,1.64,1.73,1.21,1.58,NA,1.61,1.65,1.93,2.25,1.38,0.96,1.06,1.54,1.9,0.74,0.89,1.12,0.37,1.13,1.17
1992-03-01,145306,70226,13032,2555,4132,NA,5854,9317,3621,12244,8896,4007,5515,5105,23047,9130,3197,11128,4199,9752,190547,21565,4355,5092,16120,NA,9374,15609,7018,26769,12562,4288,8440,10321,17241,7944,3628,4020,5060,11141,1.31,1.69,1.65,1.7,1.23,1.52,NA,1.6,1.68,1.94,2.19,1.41,0.96,1.07,1.53,2.02,0.75,0.87,1.13,0.36,1.21,1.14
1992-04-01,145381,71014,12876,2586,4203,NA,5747,9309,3773,12285,8847,4003,5444,4860,22925,8902,3140,11126,4397,9570,189951,21122,4581,5401,16149,NA,9384,15892,7105,26976,11755,4309,8469,10217,17528,7741,3700,3915,4840,10867,1.31,1.67,1.64,1.77,1.29,1.42,NA,1.63,1.71,1.88,2.2,1.33,0.96,1.08,1.56,2.1,0.76,0.87,1.18,0.35,1.1,1.14
1992-05-01,144000,69791,12821,2548,4261,NA,5774,9104,3700,11942,8639,3992,5518,5084,22511,8955,3230,11287,4159,9473,189115,21027,4437,5257,16357,NA,9408,15705,7172,26686,12080,4346,8372,10215,17669,7668,3629,3909,4826,10352,1.31,1.69,1.64,1.74,1.23,1.49,NA,1.63,1.73,1.94,2.23,1.4,0.96,1.09,1.52,2.01,0.78,0.86,1.12,0.35,1.16,1.09
1992-06-01,145989,71730,13162,2618,4324,NA,5829,9296,3726,12406,9397,3859,5653,4769,22342,8743,3312,11995,4091,9495,192831,21078,4409,5298,16873,NA,9448,15795,7116,27386,12882,4439,8721,10474,17804,7405,3734,4047,4920,11002,1.32,1.68,1.6,1.68,1.23,1.54,NA,1.62,1.7,1.91,2.21,1.37,0.98,1.15,1.54,2.2,0.8,0.85,1.13,0.34,1.2,1.16
1992-07-01,148808,72301,13070,2506,4236,NA,5927,9502,3748,11871,10157,4167,5616,5229,23035,9285,3358,12037,4109,9671,191989,21032,4403,5418,16357,NA,9283,15875,7194,27486,12422,4450,8716,10433,17799,7126,3818,4014,4912,11251,1.29,1.65,1.61,1.76,1.28,1.45,NA,1.57,1.67,1.92,2.32,1.22,0.95,1.07,1.55,2,0.77,0.77,1.14,0.33,1.2,1.16
1992-08-01,147427,71985,13130,2517,4282,NA,6232,9384,3627,12417,9307,3963,5562,5443,22690,9383,3354,11433,4116,9498,192602,21219,4334,5400,16754,NA,9274,15838,7189,27772,12792,4488,8718,10187,17729,7055,3726,3973,4922,11232,1.31,1.67,1.62,1.72,1.26,1.51,NA,1.49,1.69,1.98,2.24,1.37,0.95,1.13,1.57,1.87,0.78,0.75,1.11,0.35,1.2,1.18
1992-09-01,149251,72287,13300,2576,4384,NA,5879,9258,3664,12705,9484,3958,5512,5180,22942,10279,3348,11695,4093,9957,193344,21860,4327,5427,16870,NA,9379,15917,7051,27641,12780,4605,8856,10239,17525,7237,3566,4060,4771,11233,1.3,1.68,1.64,1.68,1.24,1.53,NA,1.6,1.72,1.92,2.18,1.35,0.94,1.16,1.61,1.98,0.76,0.7,1.07,0.35,1.17,1.13
1992-10-01,149276,72932,13661,2497,4333,NA,5621,9364,3650,12970,9442,3987,5661,5456,22752,9159,3338,12029,4095,9867,193625,22020,4328,5528,16272,NA,9457,16639,7009,27215,12774,4629,8990,10292,17408,7169,3579,4138,4779,11399,1.3,1.66,1.61,1.73,1.28,1.43,NA,1.68,1.78,1.92,2.1,1.35,0.95,1.16,1.59,1.89,0.77,0.78,1.07,0.34,1.17,1.16
1992-11-01,149801,74205,13504,2782,4348,NA,6025,9858,3733,12627,9653,3994,5585,5330,22763,9154,3120,11507,4169,9974,195300,22261,4406,5499,16689,NA,9425,16418,6891,27913,12866,4587,8729,10263,17746,7058,3742,4153,4845,11809,1.3,1.65,1.65,1.58,1.26,1.43,NA,1.56,1.67,1.85,2.21,1.33,0.96,1.15,1.56,1.93,0.78,0.77,1.2,0.36,1.16,1.18
1992-12-01,148469,73770,13202,2681,4210,NA,6020,9941,3731,12676,9789,4053,5735,5401,23010,8880,3346,11130,4169,8975,196914,22559,4496,5593,16720,NA,9410,16716,6831,28224,12886,4520,9249,10432,17765,7117,3661,4127,4710,11898,1.33,1.67,1.71,1.68,1.33,1.45,NA,1.56,1.68,1.83,2.23,1.32,0.98,1.12,1.61,1.93,0.77,0.8,1.09,0.37,1.13,1.33
1993-01-01,153497,77007,13633,2704,4652,NA,6107,10156,3739,13174,10441,4037,5731,5378,24373,8703,3343,10554,4124,10247,197552,21993,4451,5846,16638,NA,9422,16614,6990,28329,13030,4506,9701,10377,17685,7360,3787,4290,4723,11810,1.29,1.6,1.61,1.65,1.26,1.34,NA,1.54,1.64,1.87,2.15,1.25,0.97,1.12,1.69,1.93,0.73,0.85,1.13,0.41,1.15,1.15
1993-02-01,152528,76934,13368,2683,5179,NA,5880,10321,3762,13114,9565,4093,5745,5151,23494,8690,3466,10953,4107,9895,197207,21789,4460,5851,16700,NA,9458,16620,6942,28405,13174,4448,9486,10235,17857,7374,3795,4195,4717,11701,1.29,1.6,1.63,1.66,1.13,1.28,NA,1.61,1.61,1.85,2.17,1.38,0.98,1.09,1.65,1.99,0.76,0.85,1.09,0.38,1.15,1.18
1993-03-01,149841,74823,12421,2543,4757,NA,5934,10265,3692,13122,9745,4060,5663,5060,23491,8535,3370,11093,4168,9578,198831,22222,4521,6008,17064,NA,9511,17079,6958,28331,13079,4492,9604,10275,17669,7405,3867,4139,4782,11825,1.33,1.67,1.79,1.78,1.26,1.38,NA,1.6,1.66,1.88,2.16,1.34,0.99,1.11,1.7,2.03,0.75,0.87,1.15,0.37,1.15,1.23
1993-04-01,153239,77212,13436,2707,4788,NA,5967,10736,3717,13391,9724,4098,5649,5437,23920,8587,3346,11054,4254,9682,199622,22005,4494,6210,17079,NA,9689,16828,6950,28357,13421,4508,9481,10150,18145,7643,3840,4155,4787,11880,1.3,1.62,1.64,1.66,1.3,1.34,NA,1.62,1.57,1.87,2.12,1.38,0.98,1.1,1.68,1.87,0.76,0.89,1.15,0.38,1.13,1.23
1993-05-01,156085,78460,13793,2773,4715,NA,6155,10916,3861,13820,9955,4134,5667,5504,23945,9253,3318,11237,4290,10277,199395,21673,4518,5992,17146,NA,9647,17024,6831,28307,13532,4529,9483,10772,17748,7707,3956,4129,4676,11725,1.28,1.59,1.57,1.63,1.27,1.37,NA,1.57,1.56,1.77,2.05,1.36,0.96,1.1,1.67,1.96,0.74,0.83,1.19,0.37,1.09,1.14
1993-06-01,152751,77387,12817,2751,4736,NA,6147,10977,3814,13592,9709,4167,5682,5416,23956,8370,3300,10477,4163,9833,199698,20992,4526,5959,17240,NA,9834,17131,6873,28509,13688,4532,9502,10974,17228,8045,3975,4154,4674,11862,1.31,1.61,1.64,1.65,1.26,1.34,NA,1.6,1.56,1.8,2.1,1.41,0.99,1.09,1.67,2.03,0.72,0.96,1.2,0.4,1.12,1.21
1993-07-01,154732,79739,13796,2736,4772,NA,6081,11454,3869,13798,10307,4128,5592,5415,23801,8242,3263,10374,4274,9904,199737,21325,4441,5948,17354,NA,9920,17102,6871,28218,13923,4512,9624,10744,16983,8362,4028,4093,4590,11699,1.29,1.57,1.55,1.62,1.25,1.34,NA,1.63,1.49,1.78,2.05,1.35,1,1.09,1.72,1.98,0.71,1.01,1.23,0.39,1.07,1.18
1993-08-01,154879,79377,13534,2763,4826,NA,5991,11614,3985,13543,9973,4178,5692,5647,23503,8304,3244,10486,4253,10195,201788,21844,4447,5944,17526,NA,9892,17320,6891,28201,14294,4562,9766,10838,17085,8376,4072,4218,4525,11987,1.3,1.59,1.61,1.61,1.23,1.33,NA,1.65,1.49,1.73,2.08,1.43,1,1.09,1.72,1.92,0.73,1.01,1.26,0.4,1.06,1.18
1993-09-01,155380,79368,13842,2687,4839,NA,6036,11876,3874,13525,9562,4257,5780,5860,23523,8253,3347,10723,4312,9957,202858,21527,4450,5934,17672,NA,9947,17565,6948,28355,14442,4545,9929,11493,16968,7744,4166,4187,4676,12310,1.31,1.6,1.56,1.66,1.23,1.35,NA,1.65,1.48,1.79,2.1,1.51,1,1.07,1.72,1.96,0.72,0.94,1.24,0.39,1.08,1.24
1993-10-01,155866,80188,13749,2687,4910,NA,5889,11977,4008,13483,9735,4339,5875,5778,23309,8209,3255,10725,4296,9892,202074,21398,4505,6007,17662,NA,9956,17765,7086,28283,14424,4527,9786,11147,17083,7593,4197,4155,4723,11777,1.3,1.58,1.56,1.68,1.22,1.28,NA,1.69,1.48,1.77,2.1,1.48,0.99,1.04,1.67,1.93,0.73,0.92,1.29,0.39,1.1,1.19
1993-11-01,156094,79935,13293,2584,5255,NA,5883,12004,3986,13570,9939,4386,5946,5982,23431,8141,3316,10594,4221,10142,203158,21339,4509,5819,17799,NA,9913,17661,7231,28481,14729,4426,9979,11062,17350,8168,4112,4073,4693,11814,1.3,1.59,1.61,1.74,1.11,1.33,NA,1.69,1.47,1.81,2.1,1.48,0.99,1.01,1.68,1.85,0.74,1,1.24,0.38,1.11,1.16
1993-12-01,152929,79080,12716,2530,5134,NA,6045,12011,4057,13489,10176,4312,5929,4994,23159,8655,3315,9376,4233,9876,204842,22203,4522,6018,17923,NA,10119,17429,7238,28568,14831,4672,10253,11161,17340,8180,4113,3705,4861,11706,1.34,1.63,1.75,1.79,1.17,1.39,NA,1.67,1.45,1.78,2.12,1.46,1.03,1.08,1.73,2.23,0.75,0.95,1.24,0.4,1.15,1.19
1994-01-01,156983,81279,13851,2613,5098,NA,6133,12048,4092,13860,10334,4362,6149,5795,23311,8258,3340,10438,4218,9833,204844,21608,4568,5982,18409,NA,10038,17610,7290,28705,14819,4714,10164,10938,17150,8318,4091,3896,4852,11692,1.3,1.59,1.56,1.75,1.17,1.39,NA,1.64,1.46,1.78,2.07,1.43,1,1.08,1.65,1.89,0.74,1.01,1.22,0.37,1.15,1.19
1994-02-01,157654,81767,14220,2663,5071,NA,6323,12026,4239,13839,10247,4352,5857,5896,23560,8023,3349,10561,4237,10052,206498,21381,4552,5978,18486,NA,10120,18013,7431,29257,14803,4716,10045,10959,17350,8490,4064,4042,4930,11881,1.31,1.59,1.5,1.71,1.18,1.41,NA,1.6,1.5,1.75,2.11,1.44,1.01,1.08,1.72,1.86,0.74,1.06,1.21,0.38,1.16,1.18
1994-03-01,160546,83211,14209,2625,5238,NA,6476,12688,4353,13942,10428,4427,6047,6071,23753,8380,3438,10653,4343,10223,205748,20881,4533,6022,18536,NA,10181,17861,7468,29141,14719,4662,9902,11050,17647,8460,4028,4021,4820,11816,1.28,1.55,1.47,1.73,1.15,1.4,NA,1.57,1.41,1.72,2.09,1.41,0.99,1.05,1.64,1.82,0.74,1.01,1.17,0.38,1.11,1.16
1994-04-01,160114,83684,14142,2643,5300,NA,6481,12701,4350,13875,10817,4484,6675,5869,23563,8317,3442,9562,4357,10161,206510,21204,4587,6029,18927,NA,10193,18117,7548,29230,14738,4649,9985,10666,17098,8552,4067,4048,4933,11939,1.29,1.56,1.5,1.74,1.14,1.42,NA,1.57,1.43,1.74,2.11,1.36,0.99,1.04,1.5,1.82,0.73,1.03,1.18,0.42,1.13,1.17
1994-05-01,161206,84445,13870,2619,5439,NA,6691,13461,4361,14141,10711,4534,6298,5635,23766,8887,3520,9963,4264,9894,210080,21308,4554,6149,19615,NA,10406,18546,7749,29830,15235,4661,10154,10787,17071,8674,4137,4111,5016,12077,1.3,1.58,1.54,1.74,1.13,1.49,NA,1.56,1.38,1.78,2.11,1.42,1,1.03,1.61,1.91,0.72,0.98,1.18,0.41,1.18,1.22
1994-06-01,162652,84982,13871,2652,5393,NA,6884,13266,4363,14563,10800,4553,6301,5786,23918,8788,3533,10384,4392,10015,209820,21399,4479,6303,19291,NA,10751,18607,7854,29713,15065,4612,10055,10661,17442,8296,4095,4194,4916,12087,1.29,1.57,1.54,1.69,1.17,1.46,NA,1.56,1.4,1.8,2.04,1.39,0.98,1.01,1.6,1.84,0.73,0.94,1.16,0.4,1.12,1.21
1994-07-01,164247,86119,14316,2784,5635,NA,6780,13070,4337,14581,10977,4606,6522,5546,23950,8720,3597,10674,4381,10132,211902,21769,4503,6364,19633,NA,10630,19104,8004,30265,15316,4704,10245,10972,16823,7928,4163,4357,4930,12192,1.29,1.57,1.52,1.62,1.13,1.44,NA,1.57,1.46,1.85,2.08,1.4,0.98,1.02,1.57,1.98,0.7,0.91,1.16,0.41,1.13,1.2
1994-08-01,168414,89261,15148,2852,5525,NA,7162,13503,4513,14972,11588,4710,6498,5650,24347,8662,3755,11073,4290,10168,213360,21433,4555,6399,19498,NA,10810,19230,8153,30810,15167,4673,10241,11398,17250,7877,4212,4377,4930,12347,1.27,1.52,1.41,1.6,1.16,1.39,NA,1.51,1.42,1.81,2.06,1.31,0.98,0.99,1.58,2.02,0.71,0.91,1.12,0.4,1.15,1.21
1994-09-01,168187,88927,14170,2917,5500,NA,7176,13625,4595,15089,11779,4738,6496,5612,24599,8509,3740,10688,4348,10530,215081,21792,4613,6383,19711,NA,10993,19512,8277,31125,14655,4659,10199,11475,17489,8160,4296,4393,4916,12433,1.28,1.54,1.54,1.58,1.16,1.4,NA,1.53,1.43,1.8,2.06,1.24,0.98,0.98,1.57,2.04,0.71,0.96,1.15,0.41,1.13,1.18
1994-10-01,171258,90925,14421,2991,5629,NA,7373,14164,4581,15182,12137,4852,6750,5579,24653,9145,3812,10537,4357,10648,218049,22299,4655,6469,20396,NA,11146,19455,8237,31433,15319,4708,10569,11590,17556,8098,4348,4378,4974,12419,1.27,1.53,1.55,1.56,1.15,1.41,NA,1.51,1.37,1.8,2.07,1.26,0.98,0.97,1.57,2.08,0.71,0.89,1.14,0.42,1.14,1.17
1994-11-01,171528,91055,14684,2941,5724,NA,7077,14111,4648,15171,11991,4800,6546,5655,25291,8884,3873,10595,4417,10412,219673,22345,4604,6567,20403,NA,11336,19351,8260,31998,15376,4818,10690,11803,17511,8542,4386,4479,4957,12247,1.28,1.54,1.52,1.57,1.15,1.39,NA,1.6,1.37,1.78,2.11,1.28,0.99,1,1.63,2.09,0.69,0.96,1.13,0.42,1.12,1.18
1994-12-01,174127,92625,14450,3015,5867,NA,7293,14417,4832,15608,11931,5126,6492,5569,25292,9209,3959,10601,4411,10843,221978,22449,4654,6631,20772,NA,11399,20255,8457,31869,15489,4859,10688,11935,17698,8824,4463,4408,4972,12156,1.27,1.53,1.55,1.54,1.13,1.37,NA,1.56,1.4,1.75,2.04,1.3,0.98,0.95,1.65,2.14,0.7,0.96,1.13,0.42,1.13,1.12
1995-01-01,175771,93366,14070,3057,5671,NA,7404,14981,4649,15313,12668,5269,6534,5463,25282,9965,4093,10535,4417,10847,224148,22717,4691,6583,20924,NA,11668,20369,8369,32126,15647,4936,10735,12360,17796,8796,4572,4378,5024,12457,1.28,1.53,1.61,1.53,1.16,1.35,NA,1.58,1.36,1.8,2.1,1.24,0.98,0.94,1.64,2.26,0.7,0.88,1.12,0.42,1.14,1.15
1995-02-01,177369,94218,13834,3017,5638,NA,7304,15163,4629,15722,13224,5396,6666,5605,24873,10231,4153,10701,4339,11187,226012,23174,4764,6763,21244,NA,11558,20701,8391,32567,15757,5078,10486,12456,17488,8799,4693,4442,5036,12615,1.27,1.54,1.68,1.58,1.2,1.35,NA,1.58,1.37,1.81,2.07,1.19,0.98,0.94,1.57,2.22,0.7,0.86,1.13,0.42,1.16,1.13
1995-03-01,175256,92726,13808,3152,5546,NA,7344,14878,4630,15399,12163,5440,6815,5430,25044,10087,4043,10260,4256,11155,228569,23094,4823,6685,21668,NA,11681,20989,8649,32773,16175,5122,10941,12398,17653,8981,4697,4514,5008,12718,1.3,1.58,1.67,1.53,1.21,1.37,NA,1.59,1.41,1.87,2.13,1.33,0.99,0.94,1.61,2.28,0.7,0.89,1.16,0.44,1.18,1.14
1995-04-01,178210,93875,14214,3092,5535,NA,7439,15254,4630,15410,12582,5491,6967,5541,25539,10488,4228,10718,4276,11087,231002,23602,4862,6626,21646,NA,11691,21232,8459,33360,16227,5225,11105,12476,17970,8715,4754,4592,4958,13502,1.3,1.57,1.66,1.57,1.2,1.38,NA,1.57,1.39,1.83,2.16,1.29,0.99,0.95,1.59,2.25,0.7,0.83,1.12,0.43,1.16,1.22
1995-05-01,178565,94940,14578,3113,5567,NA,7157,15452,4616,15717,12339,5527,6825,5579,25670,9948,4187,10877,4290,10722,231862,23944,4904,6584,21784,NA,11626,21554,8492,33440,16253,5208,11245,12273,17909,8865,4822,4674,5087,13198,1.3,1.56,1.64,1.58,1.18,1.33,NA,1.62,1.39,1.84,2.13,1.32,1,0.94,1.65,2.2,0.7,0.89,1.15,0.43,1.19,1.23
1995-06-01,180181,94797,14408,3012,5441,NA,7043,15405,4687,15434,12798,5641,6947,5675,25617,10472,4173,10931,4413,11515,233297,23539,5157,6435,22096,NA,11503,22048,8489,33835,16341,5281,11248,12181,17940,9268,4900,4626,4984,13426,1.29,1.58,1.63,1.71,1.18,1.33,NA,1.63,1.43,1.81,2.19,1.28,0.98,0.94,1.62,2.15,0.7,0.89,1.17,0.42,1.13,1.17
1995-07-01,180081,94492,14038,3035,5354,NA,7261,15457,4736,15974,12084,5724,6933,5726,25571,10613,4181,10660,4305,11876,235664,23427,5077,6327,22672,NA,11576,22236,8430,34324,16400,5293,11023,12313,18269,10247,4873,4595,5132,13450,1.31,1.59,1.67,1.67,1.18,1.37,NA,1.59,1.44,1.78,2.15,1.36,1,0.92,1.59,2.15,0.71,0.97,1.17,0.43,1.19,1.13
1995-08-01,181324,95584,14299,3036,5484,NA,7139,15743,4724,16335,12444,5605,7123,5711,25921,10684,4164,10585,4476,11471,236003,23319,5055,6370,22698,NA,11487,22775,8448,34529,15937,5324,11007,12231,18119,10925,4832,4450,5240,13257,1.3,1.58,1.63,1.67,1.16,1.39,NA,1.61,1.45,1.79,2.11,1.28,1,0.95,1.55,2.14,0.7,1.02,1.16,0.42,1.17,1.16
1995-09-01,182123,96439,14175,2982,5546,NA,7279,16052,4798,16168,12266,5637,7110,5630,26381,10810,4137,10364,4393,11222,237075,23145,4966,6544,22669,NA,11358,23012,8574,34848,16116,5315,11041,11985,18497,10789,5014,4406,5236,13560,1.3,1.57,1.63,1.67,1.18,1.32,NA,1.56,1.43,1.79,2.16,1.31,1,0.94,1.55,2.13,0.7,1,1.21,0.43,1.19,1.21
1995-10-01,182966,96482,13915,3003,5618,NA,7277,16010,4710,16133,12521,5443,7229,5820,26590,10872,4294,10088,4447,11701,238005,22845,4922,6496,23069,NA,11282,23302,8765,35754,16247,5383,10793,11819,18396,10530,4819,4272,5149,14162,1.3,1.58,1.64,1.64,1.16,1.33,NA,1.55,1.46,1.86,2.22,1.3,0.99,0.99,1.49,2.03,0.69,0.97,1.12,0.42,1.16,1.21
1995-11-01,184854,97571,14268,3074,5483,NA,7304,16253,4709,16660,12569,5497,7378,5823,26443,11218,4352,10329,4492,11751,238149,22966,4955,6627,23426,NA,11154,23683,8714,35701,16362,5293,10594,11801,18103,10626,4777,4248,5151,13968,1.29,1.57,1.61,1.61,1.21,1.36,NA,1.53,1.46,1.85,2.14,1.3,0.97,0.96,1.44,2.03,0.68,0.95,1.1,0.41,1.15,1.19
1995-12-01,186968,99578,14383,3071,5542,NA,7225,16252,5022,17519,12812,5530,7429,5849,26644,10401,4399,10663,4489,11986,238392,22954,4900,6716,23621,NA,11038,23864,8682,36097,16217,5324,10398,11608,18147,10612,4919,4297,5119,13879,1.28,1.55,1.6,1.6,1.21,1.33,NA,1.53,1.47,1.73,2.06,1.27,0.96,0.96,1.4,1.98,0.68,1.02,1.12,0.4,1.14,1.16
1996-01-01,184352,96733,14616,2952,5595,NA,7171,16050,4709,16741,11584,5295,7415,5041,26572,11607,4284,11066,4635,11704,239788,22866,4829,6713,23558,NA,10935,24311,8697,36650,16341,5294,10460,11594,18304,10738,4802,4353,5112,14231,1.3,1.6,1.56,1.64,1.2,1.36,NA,1.52,1.51,1.85,2.19,1.41,0.97,1,1.41,2.3,0.69,0.93,1.12,0.39,1.1,1.22
1996-02-01,185286,97049,14599,3049,5658,NA,7126,15828,4671,16697,11722,5415,7391,5337,26428,11724,4284,11354,4697,11607,239571,23096,4946,6716,23331,NA,10823,24085,8708,36782,16083,5206,10624,11783,18224,10610,5027,4376,5137,14014,1.29,1.59,1.58,1.62,1.19,1.32,NA,1.52,1.52,1.86,2.2,1.37,0.96,0.96,1.44,2.21,0.69,0.9,1.17,0.39,1.09,1.21
1996-03-01,187580,98536,14575,3018,5865,NA,6850,16065,4804,17088,12142,5451,7429,5858,26206,12146,4394,11622,4588,11350,239391,22146,4983,6758,23702,NA,10838,23971,8769,37005,16140,5218,10579,11488,18502,10724,5066,4430,5335,13737,1.28,1.57,1.52,1.65,1.15,1.31,NA,1.58,1.49,1.83,2.17,1.33,0.96,0.96,1.42,1.96,0.71,0.88,1.15,0.38,1.16,1.21
1996-04-01,187462,97679,14446,3077,5801,NA,7130,15644,4736,17207,11669,5400,7551,5901,25950,11982,4485,11849,4633,12032,242644,23115,4865,6763,23491,NA,10771,24257,8770,36956,16465,5220,10838,11891,18550,11285,5090,4428,5377,14512,1.29,1.59,1.6,1.58,1.17,1.31,NA,1.51,1.55,1.85,2.15,1.41,0.97,0.97,1.44,2.02,0.71,0.94,1.13,0.37,1.16,1.21
1996-05-01,188032,98303,14009,3198,5934,NA,7326,15289,4746,16766,12455,5393,7677,5991,26084,11525,4515,11851,4685,12008,242517,22921,4914,6809,23438,NA,10777,24329,8816,36833,16110,5223,10663,11868,18425,11882,4975,4250,5368,14916,1.29,1.58,1.64,1.54,1.15,1.26,NA,1.47,1.59,1.86,2.2,1.29,0.98,0.97,1.39,1.98,0.71,1.03,1.1,0.36,1.15,1.24
1996-06-01,189016,98691,14251,3248,6135,NA,7093,15539,4901,16841,12351,5365,7718,6281,25729,12323,4494,11473,4672,12270,241659,22994,4958,6933,23493,NA,10628,23374,8814,37022,16279,5275,10758,11800,18512,11641,4916,4186,5438,14638,1.28,1.57,1.61,1.53,1.13,1.28,NA,1.5,1.5,1.8,2.2,1.32,0.97,0.98,1.39,1.88,0.72,0.94,1.09,0.36,1.16,1.19
1996-07-01,190819,98108,14224,3186,6071,NA,7082,15388,4834,16674,12209,5408,7797,6296,26906,12830,4473,11655,4666,12680,241933,23241,4954,6973,23282,NA,10801,23292,9017,37336,16410,5195,11017,11721,18784,10424,4843,4240,5556,14847,1.27,1.58,1.63,1.55,1.15,1.26,NA,1.53,1.51,1.87,2.24,1.34,0.93,0.96,1.41,1.86,0.7,0.81,1.08,0.36,1.19,1.17
1996-08-01,191939,98567,14082,3131,6227,NA,7188,15328,4905,16829,12307,5413,7882,6229,26983,13050,4489,11620,4726,12980,241755,23044,4950,7064,23936,NA,10921,23012,9010,37491,16450,5199,11047,11476,18884,9871,5057,4442,5403,14498,1.26,1.58,1.64,1.58,1.13,1.29,NA,1.52,1.5,1.84,2.23,1.34,0.92,0.96,1.4,1.84,0.7,0.76,1.13,0.38,1.14,1.12
1996-09-01,191679,99791,13996,3235,6279,NA,7045,15600,5197,17051,12944,5331,8214,6521,26212,12207,4505,11993,4571,12334,240016,22365,4964,7261,24324,NA,10866,22668,8978,38340,16373,5400,10631,11552,18687,8592,4896,4363,5467,14289,1.25,1.56,1.6,1.53,1.16,1.32,NA,1.54,1.45,1.73,2.25,1.26,0.91,1.01,1.29,1.77,0.71,0.7,1.09,0.36,1.2,1.16
1996-10-01,193329,100228,14197,3200,6263,NA,7161,15623,5117,17708,12788,5390,8269,6519,27028,11563,4521,12751,4624,12436,240734,22795,4892,7171,23403,NA,11124,22819,9160,37903,16777,5271,11331,11352,18407,8792,5023,4548,5641,14325,1.25,1.56,1.61,1.53,1.14,1.29,NA,1.55,1.46,1.79,2.14,1.31,0.91,0.98,1.37,1.74,0.68,0.76,1.11,0.36,1.22,1.15
1996-11-01,194369,102015,14207,3326,6446,NA,7390,15504,5125,18084,12444,5314,8219,6302,26723,11729,4441,12717,4691,12218,240909,23099,4939,7159,24007,NA,11276,23006,9164,37668,16259,5138,11550,11143,18015,8660,5334,4598,5644,14250,1.24,1.53,1.63,1.48,1.11,1.23,NA,1.53,1.48,1.79,2.08,1.31,0.91,0.97,1.41,1.77,0.67,0.74,1.2,0.36,1.2,1.17
1996-12-01,192137,100201,14271,3312,6158,NA,7311,14730,5123,17999,12965,5402,8291,6762,25920,11588,4462,12998,4604,11909,241058,22332,4909,7244,24379,NA,11455,22728,9326,37993,16317,5255,11813,11994,18018,8526,5180,4720,5501,13368,1.25,1.56,1.56,1.48,1.18,1.33,NA,1.57,1.54,1.82,2.11,1.26,0.92,0.97,1.42,1.77,0.7,0.74,1.16,0.36,1.19,1.12
1997-01-01,194379,100684,14279,3309,6153,10908,7331,15710,5045,17480,12828,5479,8362,6868,27387,11090,4467,13291,4657,12094,243449,22775,4913,7248,24219,11087,11609,22988,9323,38268,16236,5346,12014,12297,18079,8628,5211,4645,5519,14131,1.25,1.57,1.59,1.48,1.18,1.31,1.02,1.58,1.46,1.85,2.19,1.27,0.92,0.98,1.44,1.79,0.66,0.78,1.17,0.35,1.19,1.17
1997-02-01,199102,104294,14506,3475,6521,11378,7551,15934,5086,18578,13150,5720,8464,7034,27534,11496,4553,12636,4711,12660,243583,22285,4798,7419,24460,11267,11907,22948,9342,38331,16304,5382,11841,12419,17982,8839,5311,4580,5379,14056,1.22,1.51,1.54,1.38,1.14,1.25,0.99,1.58,1.44,1.84,2.06,1.24,0.9,0.94,1.4,1.77,0.65,0.77,1.17,0.36,1.14,1.11
