"date","IURSA","ICSA","CCSA","IC4WSA"
1983-11-05,3.2,395000,2750000,396750
1983-11-12,3.3,390000,2789000,395750
1983-11-19,3.4,387000,2879000,394000
1983-11-26,3.2,398000,2733000,392500
1983-12-03,3.2,365000,2737000,385000
1983-12-10,3.1,368000,2666000,379500
1983-12-17,3.3,362000,2796000,373250
1983-12-24,3.2,377000,2718000,368000
1983-12-31,3.1,372000,2644000,369750
1984-01-07,3,356000,2588000,366750
1984-01-14,2.9,351000,2522000,364000
1984-01-21,3,333000,2531000,353000
1984-01-28,3,364000,2556000,351000
1984-02-04,3,342000,2531000,347500
1984-02-11,2.9,338000,2453000,344250
1984-02-18,2.8,334000,2425000,344500
1984-02-25,2.9,343000,2469000,339250
1984-03-03,2.8,347000,2441000,340500
1984-03-10,2.8,346000,2431000,342500
1984-03-17,2.8,349000,2426000,346250
1984-03-24,2.8,346000,2412000,347000
1984-03-31,2.8,341000,2412000,345500
1984-04-07,2.8,381000,2425000,354250
1984-04-14,2.8,357000,2396000,356250
1984-04-21,2.8,364000,2433000,360750
1984-04-28,2.8,375000,2435000,369250
1984-05-05,2.8,365000,2430000,365250
1984-05-12,2.8,368000,2386000,368000
1984-05-19,2.8,354000,2401000,365500
1984-05-26,2.7,354000,2323000,360250
1984-06-02,2.8,355000,2379000,357750
1984-06-09,2.8,369000,2391000,358000
1984-06-16,2.7,361000,2364000,359750
1984-06-23,2.7,362000,2339000,361750
1984-06-30,2.7,360000,2329000,363000
1984-07-07,2.7,366000,2375000,362250
1984-07-14,2.7,360000,2371000,362000
1984-07-21,2.7,357000,2337000,360750
1984-07-28,2.7,359000,2329000,360500
1984-08-04,2.7,382000,2332000,364500
1984-08-11,2.8,380000,2390000,369500
1984-08-18,2.8,401000,2416000,380500
1984-08-25,2.8,395000,2405000,389500
1984-09-01,2.8,385000,2410000,390250
1984-09-08,2.8,402000,2435000,395750
1984-09-15,2.8,393000,2434000,393750
1984-09-22,2.8,395000,2421000,393750
1984-09-29,2.8,402000,2474000,398000
1984-10-06,2.8,403000,2455000,398250
1984-10-13,2.9,410000,2538000,402500
1984-10-20,2.9,439000,2529000,413500
1984-10-27,2.9,425000,2574000,419250
1984-11-03,2.9,423000,2578000,424250
1984-11-10,2.9,393000,2545000,420000
1984-11-17,3,383000,2645000,406000
1984-11-24,2.9,429000,2569000,407000
1984-12-01,2.9,401000,2529000,401500
1984-12-08,2.9,383000,2589000,399000
1984-12-15,2.9,386000,2594000,399750
1984-12-22,2.8,379000,2487000,387250
1984-12-29,2.9,379000,2536000,381750
1985-01-05,2.9,369000,2593000,378250
1985-01-12,2.9,387000,2543000,378500
1985-01-19,2.8,359000,2472000,373500
1985-01-26,2.9,368000,2601000,370750
1985-02-02,3,386000,2632000,375000
1985-02-09,2.9,401000,2608000,378500
1985-02-16,2.9,390000,2613000,386250
1985-02-23,3,390000,2641000,391750
1985-03-02,2.9,374000,2571000,388750
1985-03-09,2.9,385000,2591000,384750
1985-03-16,2.9,386000,2578000,383750
1985-03-23,2.9,373000,2556000,379500
1985-03-30,2.8,386000,2526000,382500
1985-04-06,2.8,405000,2569000,387500
1985-04-13,2.9,411000,2600000,393750
1985-04-20,2.9,391000,2584000,398250
1985-04-27,2.8,386000,2562000,398250
1985-05-04,2.9,390000,2582000,394500
1985-05-11,2.8,394000,2569000,390250
1985-05-18,2.8,391000,2547000,390250
1985-05-25,2.8,396000,2545000,392750
1985-06-01,2.9,393000,2591000,393500
1985-06-08,2.8,403000,2564000,395750
1985-06-15,2.8,390000,2549000,395500
1985-06-22,2.8,386000,2550000,393000
1985-06-29,2.8,390000,2505000,392250
1985-07-06,2.9,395000,2609000,390250
1985-07-13,2.8,386000,2519000,389250
1985-07-20,2.8,370000,2520000,385250
1985-07-27,2.8,362000,2522000,378250
1985-08-03,2.8,407000,2518000,381250
1985-08-10,2.8,402000,2565000,385250
1985-08-17,2.8,399000,2574000,392500
1985-08-24,2.8,405000,2561000,403250
1985-08-31,2.8,409000,2595000,403750
1985-09-07,2.8,426000,2596000,409750
1985-09-14,2.8,408000,2590000,412000
1985-09-21,2.7,401000,2513000,411000
1985-09-28,2.9,399000,2623000,408500
1985-10-05,2.9,405000,2657000,403250
1985-10-12,2.8,4e+05,2569000,401250
1985-10-19,2.9,4e+05,2644000,401000
1985-10-26,2.9,418000,2657000,405750
1985-11-02,2.9,398000,2673000,404000
1985-11-09,2.8,397000,2612000,403250
1985-11-16,2.8,397000,2618000,402500
1985-11-23,2.8,382000,2585000,393500
1985-11-30,2.9,393000,2638000,392250
1985-12-07,3,399000,2744000,392750
1985-12-14,2.9,382000,2680000,389000
1985-12-21,2.8,370000,2543000,386000
1985-12-28,2.8,390000,2608000,385250
1986-01-04,2.9,362000,2694000,376000
1986-01-11,2.8,397000,2636000,379750
1986-01-18,2.7,364000,2516000,378250
1986-01-25,2.8,344000,2570000,366750
1986-02-01,2.7,364000,2531000,367250
1986-02-08,2.7,366000,2548000,359500
1986-02-15,2.8,358000,2569000,358000
1986-02-22,2.8,390000,2626000,369500
1986-03-01,2.8,375000,2570000,372250
1986-03-08,2.8,366000,2603000,372250
1986-03-15,2.8,382000,2589000,378250
1986-03-22,2.8,387000,2592000,377500
1986-03-29,2.8,396000,2614000,382750
1986-04-05,2.8,381000,2625000,386500
1986-04-12,2.7,388000,2570000,388000
1986-04-19,2.8,383000,2613000,387000
1986-04-26,2.8,391000,2627000,385750
1986-05-03,2.9,392000,2670000,388500
1986-05-10,2.9,395000,2670000,390250
1986-05-17,2.9,384000,2669000,390500
1986-05-24,2.8,386000,2638000,389250
1986-05-31,2.9,373000,2708000,384500
1986-06-07,2.8,375000,2653000,379500
1986-06-14,2.8,369000,2644000,375750
1986-06-21,2.8,367000,2637000,371000
1986-06-28,2.8,371000,2606000,370500
1986-07-05,2.8,371000,2669000,369500
1986-07-12,2.7,361000,2552000,367500
1986-07-19,2.8,354000,2593000,364250
1986-07-26,2.8,362000,2618000,362000
1986-08-02,2.7,416000,2583000,373250
1986-08-09,2.9,416000,2686000,387000
1986-08-16,2.8,407000,2658000,400250
1986-08-23,2.9,397000,2687000,409000
1986-08-30,2.8,401000,2664000,405250
1986-09-06,2.9,4e+05,2756000,401250
1986-09-13,2.8,394000,2671000,398000
1986-09-20,2.9,399000,2703000,398500
1986-09-27,2.9,389000,2698000,395500
1986-10-04,2.9,391000,2780000,393250
1986-10-11,2.8,387000,2665000,391500
1986-10-18,2.9,385000,2723000,388000
1986-10-25,2.9,370000,2707000,383250
1986-11-01,2.8,364000,2646000,376500
1986-11-08,2.8,349000,2614000,367000
1986-11-15,2.8,368000,2653000,362750
1986-11-22,2.7,369000,2555000,362500
1986-11-29,2.8,366000,2686000,363000
1986-12-06,2.8,363000,2634000,366500
1986-12-13,2.7,375000,2587000,368250
1986-12-20,2.6,350000,2499000,363500
1986-12-27,2.7,345000,2565000,358250
1987-01-03,2.7,323000,2590000,348250
1987-01-10,2.6,348000,2508000,341500
1987-01-17,2.6,341000,2443000,339250
1987-01-24,2.6,346000,2506000,339500
1987-01-31,2.6,370000,2515000,351250
1987-02-07,2.6,368000,2496000,356250
1987-02-14,2.6,338000,2451000,355500
1987-02-21,2.6,341000,2481000,354250
1987-02-28,2.6,348000,2460000,348750
1987-03-07,2.6,337000,2456000,341000
1987-03-14,2.6,335000,2450000,340250
1987-03-21,2.5,335000,2401000,338750
1987-03-28,2.5,326000,2410000,333250
1987-04-04,2.6,330000,2482000,331500
1987-04-11,2.5,338000,2366000,332250
1987-04-18,2.5,349000,2410000,335750
1987-04-25,2.5,328000,2386000,336250
1987-05-02,2.4,330000,2302000,336250
1987-05-09,2.5,315000,2347000,330500
1987-05-16,2.4,341000,2326000,328500
1987-05-23,2.4,343000,2275000,332250
1987-05-30,2.5,326000,2370000,331250
1987-06-06,2.4,328000,2259000,334500
1987-06-13,2.4,316000,2278000,328250
1987-06-20,2.4,319000,2258000,322250
1987-06-27,2.4,326000,2321000,322250
1987-07-04,2.3,326000,2173000,321750
1987-07-11,2.2,317000,2155000,322000
1987-07-18,2.3,310000,2211000,319750
1987-07-25,2.3,324000,2247000,319250
1987-08-01,2.3,348000,2232000,324750
1987-08-08,2.4,327000,2263000,327250
1987-08-15,2.3,319000,2194000,329500
1987-08-22,2.3,312000,2190000,326500
1987-08-29,2.3,322000,2179000,320000
1987-09-05,2.2,316000,2125000,317250
1987-09-12,2.3,297000,2172000,311750
1987-09-19,2.4,309000,2351000,311000
1987-09-26,2.2,317000,2139000,309750
1987-10-03,2.2,301000,2151000,306000
1987-10-10,2.2,308000,2101000,308750
1987-10-17,2.1,301000,2074000,306750
1987-10-24,2,301000,1966000,302750
1987-10-31,2,289000,1942000,299750
1987-11-07,2.1,297000,2054000,297000
1987-11-14,2.2,307000,2109000,298500
1987-11-21,2.1,317000,2064000,302500
1987-11-28,2.2,306000,2102000,306750
1987-12-05,2.2,319000,2125000,312250
1987-12-12,2.2,317000,2092000,314750
1987-12-19,2.2,323000,2105000,316250
1987-12-26,2.2,316000,2140000,318750
1988-01-02,2.2,315000,2096000,317750
1988-01-09,2.3,325000,2231000,319750
1988-01-16,2.2,361000,2186000,329250
1988-01-23,2.3,335000,2214000,334000
1988-01-30,2.3,342000,2213000,340750
1988-02-06,2.2,318000,2180000,339000
1988-02-13,2.2,311000,2184000,326500
1988-02-20,2.1,327000,2091000,324500
1988-02-27,2.2,319000,2111000,318750
1988-03-05,2.2,307000,2147000,316000
1988-03-12,2.2,304000,2112000,314250
1988-03-19,2.2,307000,2112000,309250
1988-03-26,2.1,304000,2077000,305500
1988-04-02,2.1,309000,2086000,306000
1988-04-09,2.1,313000,2104000,308250
1988-04-16,2.1,314000,2072000,310000
1988-04-23,2.1,312000,2067000,312000
1988-04-30,2.1,313000,2077000,313000
1988-05-07,2.1,309000,2059000,312000
1988-05-14,2.1,314000,2068000,312000
1988-05-21,2.1,319000,2099000,313750
1988-05-28,2.1,313000,2045000,313750
1988-06-04,2.1,310000,2040000,314000
1988-06-11,2.1,305000,2068000,311750
1988-06-18,2.1,311000,2034000,309750
1988-06-25,2.1,307000,2030000,308250
1988-07-02,2.1,305000,2035000,307000
1988-07-09,2.1,303000,2027000,306500
1988-07-16,2.1,315000,2073000,307500
1988-07-23,2.1,354000,2083000,319250
1988-07-30,2.1,331000,2108000,325750
1988-08-06,2.1,316000,2101000,329000
1988-08-13,2.1,312000,2070000,328250
1988-08-20,2.1,316000,2099000,318750
1988-08-27,2.1,315000,2082000,314750
1988-09-03,2.1,306000,2091000,312250
1988-09-10,2.1,305000,2053000,310500
1988-09-17,2.1,306000,2106000,308000
1988-09-24,2.1,301000,2053000,304500
1988-10-01,2,292000,2041000,301000
1988-10-08,2,292000,2017000,297750
1988-10-15,2,293000,1994000,294500
1988-10-22,2,286000,2011000,290750
1988-10-29,2,294000,2015000,291250
1988-11-05,1.9,285000,1898000,289500
1988-11-12,2,284000,2011000,287250
1988-11-19,2,294000,1981000,289250
1988-11-26,2,299000,2023000,290500
1988-12-03,2,298000,2006000,293750
1988-12-10,2,285000,2013000,294000
1988-12-17,2.1,293000,2054000,293750
1988-12-24,2.1,286000,2061000,290500
1988-12-31,2.1,304000,2092000,292000
1989-01-07,2.1,299000,2056000,295500
1989-01-14,2.1,283000,2069000,293000
1989-01-21,2,282000,2048000,292000
1989-01-28,2.1,295000,2071000,289750
1989-02-04,2.1,288000,2074000,287000
1989-02-11,2.1,322000,2103000,296750
1989-02-18,2.1,305000,2111000,302500
1989-02-25,2.2,3e+05,2167000,303750
1989-03-04,2.1,325000,2110000,313000
1989-03-11,2.2,325000,2163000,313750
1989-03-18,2.1,319000,2108000,317250
1989-03-25,2.1,319000,2145000,322000
1989-04-01,2.1,323000,2117000,321500
1989-04-08,2.1,314000,2117000,318750
1989-04-15,2.1,307000,2092000,315750
1989-04-22,2.1,304000,2104000,312000
1989-04-29,2,311000,2064000,309000
1989-05-06,2.1,320000,2089000,310500
1989-05-13,2.1,332000,2144000,316750
1989-05-20,2.1,321000,2085000,321000
1989-05-27,2,325000,2056000,324500
1989-06-03,2.1,325000,2117000,325750
1989-06-10,2.1,332000,2110000,325750
1989-06-17,2.1,337000,2113000,329750
1989-06-24,2.1,338000,2151000,333000
1989-07-01,2.1,349000,2133000,339000
1989-07-08,2.2,341000,2207000,341250
1989-07-15,2.2,349000,2217000,344250
1989-07-22,2.1,332000,2159000,342750
1989-07-29,2.1,337000,2181000,339750
1989-08-05,2.2,338000,2236000,339000
1989-08-12,2.2,341000,2214000,337000
1989-08-19,2.2,327000,2195000,335750
1989-08-26,2.1,332000,2184000,334500
1989-09-02,2.2,329000,2199000,332250
1989-09-09,2.2,336000,2207000,331000
1989-09-16,2.1,334000,2169000,332750
1989-09-23,2.2,334000,2249000,333250
1989-09-30,2.2,347000,2220000,337750
1989-10-07,2.2,407000,2279000,355500
1989-10-14,2.2,345000,2293000,358250
1989-10-21,2.2,347000,2295000,361500
1989-10-28,2.2,354000,2257000,363250
1989-11-04,2.2,333000,2280000,344750
1989-11-11,2.2,336000,2271000,342500
1989-11-18,2.2,336000,2289000,339750
1989-11-25,2.2,342000,2300000,336750
1989-12-02,2.2,344000,2271000,339500
1989-12-09,2.2,338000,2265000,340000
1989-12-16,2.2,355000,2295000,344750
1989-12-23,2.2,381000,2292000,354500
1989-12-30,2.2,358000,2302000,358000
1990-01-06,2.3,355000,2347000,362250
1990-01-13,2.3,369000,2349000,365750
1990-01-20,2.3,375000,2407000,364250
1990-01-27,2.2,345000,2316000,361000
1990-02-03,2.3,368000,2364000,364250
1990-02-10,2.2,367000,2323000,363750
1990-02-17,2.3,348000,2382000,357000
1990-02-24,2.3,350000,2347000,358250
1990-03-03,2.3,351000,2385000,354000
1990-03-10,2.3,349000,2341000,349500
1990-03-17,2.3,349000,2384000,349750
1990-03-24,2.3,331000,2344000,345000
