"date","IURSA","ICSA","CCSA","IC4WSA"
2015-12-05,1.7,280000,2242000,269500
2015-12-12,1.6,268000,2190000,268500
2015-12-19,1.6,260000,2176000,268250
2015-12-26,1.6,276000,2207000,271000
2016-01-02,1.6,273000,2218000,269250
2016-01-09,1.6,284000,2190000,273250
2016-01-16,1.6,290000,2221000,280750
2016-01-23,1.6,269000,2199000,279000
2016-01-30,1.6,282000,2210000,281250
2016-02-06,1.6,266000,2213000,276750
2016-02-13,1.6,262000,2206000,269750
2016-02-20,1.6,270000,2203000,270000
2016-02-27,1.6,269000,2180000,266750
2016-03-05,1.6,255000,2203000,264000
2016-03-12,1.6,263000,2163000,264250
2016-03-19,1.6,264000,2138000,262750
2016-03-26,1.6,271000,2165000,263250
2016-04-02,1.6,273000,2151000,267750
2016-04-09,1.6,263000,2139000,267750
2016-04-16,1.6,257000,2135000,266000
2016-04-23,1.6,259000,2137000,263000
2016-04-30,1.6,278000,2183000,264250
2016-05-07,1.6,289000,2185000,270750
2016-05-14,1.6,279000,2177000,276250
2016-05-21,1.6,267000,2186000,278250
2016-05-28,1.6,263000,2131000,274500
2016-06-04,1.6,265000,2170000,268500
2016-06-11,1.6,273000,2158000,267000
2016-06-18,1.6,261000,2160000,265500
2016-06-25,1.6,262000,2139000,265250
2016-07-02,1.5,255000,2131000,262750
2016-07-09,1.5,252000,2125000,257500
2016-07-16,1.6,260000,2140000,257250
2016-07-23,1.6,264000,2134000,257750
2016-07-30,1.6,266000,2143000,260500
2016-08-06,1.6,265000,2157000,263750
2016-08-13,1.6,264000,2137000,264750
2016-08-20,1.6,264000,2148000,264750
2016-08-27,1.6,261000,2138000,263500
2016-09-03,1.6,257000,2149000,261500
2016-09-10,1.5,252000,2110000,258500
2016-09-17,1.5,250000,2098000,255000
2016-09-24,1.5,247000,2081000,251500
2016-10-01,1.5,245000,2080000,248500
2016-10-08,1.5,250000,2081000,248000
2016-10-15,1.5,263000,2069000,251250
2016-10-22,1.5,256000,2066000,253500
2016-10-29,1.5,265000,2067000,258500
2016-11-05,1.5,250000,2046000,258500
2016-11-12,1.5,232000,2045000,250750
2016-11-19,1.5,246000,2050000,248250
2016-11-26,1.5,255000,2038000,245750
2016-12-03,1.5,248000,2029000,245250
2016-12-10,1.5,252000,2030000,250250
2016-12-17,1.5,260000,2078000,253750
2016-12-24,1.5,257000,2077000,254250
2016-12-31,1.5,244000,2028000,253250
2017-01-07,1.5,245000,2080000,251500
2017-01-14,1.5,240000,2099000,246500
2017-01-21,1.5,250000,2067000,244750
2017-01-28,1.5,241000,2078000,244000
2017-02-04,1.5,230000,2064000,240250
2017-02-11,1.5,233000,2076000,238500
2017-02-18,1.5,237000,2034000,235250
2017-02-25,1.5,221000,2065000,230250
2017-03-04,1.5,236000,2020000,231750
2017-03-11,1.4,228000,2002000,230500
2017-03-18,1.5,235000,2021000,230000
2017-03-25,1.5,236000,2027000,233750
2017-04-01,1.4,216000,1990000,228750
2017-04-08,1.4,222000,1968000,227250
2017-04-15,1.4,231000,1961000,226250
2017-04-22,1.4,238000,1962000,226750
2017-04-29,1.4,232000,1896000,230750
2017-05-06,1.4,233000,1892000,233500
2017-05-13,1.4,234000,1902000,234250
2017-05-20,1.4,236000,1900000,233750
2017-05-27,1.4,253000,1891000,239000
2017-06-03,1.4,251000,1909000,243500
2017-06-10,1.4,245000,1914000,246250
2017-06-17,1.4,249000,1915000,249500
2017-06-24,1.4,247000,1929000,248000
2017-07-01,1.4,256000,1911000,249250
2017-07-08,1.4,259000,1942000,252750
2017-07-15,1.4,245000,1929000,251750
2017-07-22,1.4,249000,1928000,252250
2017-07-29,1.4,245000,1926000,249500
2017-08-05,1.4,254000,1928000,248250
2017-08-12,1.4,245000,1926000,248250
2017-08-19,1.4,245000,1928000,247250
2017-08-26,1.4,247000,1912000,247750
2017-09-02,1.4,297000,1911000,258500
2017-09-09,1.4,280000,1939000,267250
2017-09-16,1.3,261000,1872000,271250
2017-09-23,1.3,264000,1871000,275500
2017-09-30,1.3,260000,1871000,266250
2017-10-07,1.3,252000,1869000,259250
2017-10-14,1.4,235000,1902000,252750
2017-10-21,1.4,241000,1913000,247000
2017-10-28,1.4,241000,1927000,242250
2017-11-04,1.4,248000,1939000,241250
2017-11-11,1.4,254000,1944000,246000
2017-11-18,1.4,246000,1974000,247250
2017-11-25,1.4,243000,1997000,247750
2017-12-02,1.4,241000,1953000,246000
2017-12-09,1.4,229000,1984000,239750
2017-12-16,1.4,244000,2006000,239250
2017-12-23,1.4,251000,1979000,241250
2017-12-30,1.4,248000,1933000,243000
2018-01-06,1.4,252000,1971000,248750
2018-01-13,1.4,224000,1957000,243750
2018-01-20,1.4,227000,1975000,237750
2018-01-27,1.4,223000,1943000,231500
2018-02-03,1.4,213000,1954000,221750
2018-02-10,1.4,213000,1909000,219000
2018-02-17,1.4,206000,1921000,213750
2018-02-24,1.3,202000,1892000,208500
2018-03-03,1.3,212000,1883000,208250
2018-03-10,1.3,204000,1859000,206000
2018-03-17,1.3,198000,1861000,204000
2018-03-24,1.3,197000,1828000,202750
2018-03-31,1.3,205000,1848000,201000
2018-04-07,1.3,210000,1856000,202500
2018-04-14,1.3,218000,1804000,207500
2018-04-21,1.2,191000,1744000,206000
2018-04-28,1.2,2e+05,1745000,204750
2018-05-05,1.2,204000,1683000,203250
2018-05-12,1.2,220000,1697000,203750
2018-05-19,1.2,231000,1689000,213750
2018-05-26,1.2,224000,1686000,219750
2018-06-02,1.2,229000,1659000,226000
2018-06-09,1.2,230000,1684000,228500
2018-06-16,1.2,228000,1668000,227750
2018-06-23,1.2,233000,1695000,230000
2018-06-30,1.2,241000,1698000,233000
2018-07-07,1.2,232000,1718000,233500
2018-07-14,1.2,219000,1711000,231250
2018-07-21,1.2,224000,1680000,229000
2018-07-28,1.2,222000,1728000,224250
2018-08-04,1.2,228000,1694000,223250
2018-08-11,1.2,224000,1701000,224500
2018-08-18,1.2,221000,1685000,223750
2018-08-25,1.2,225000,1677000,224500
2018-09-01,1.2,211000,1659000,220250
2018-09-08,1.1,217000,1615000,218500
2018-09-15,1.1,214000,1609000,216750
2018-09-22,1.1,214000,1598000,214000
2018-09-29,1.1,221000,1602000,216500
2018-10-06,1.1,221000,1599000,217500
2018-10-13,1.1,218000,1626000,218500
2018-10-20,1.2,226000,1647000,221500
2018-10-27,1.2,225000,1653000,222500
2018-11-03,1.2,227000,1676000,224000
2018-11-10,1.2,228000,1704000,226500
2018-11-17,1.3,234000,1786000,228500
2018-11-24,1.2,244000,1737000,233250
2018-12-01,1.2,240000,1735000,236500
2018-12-08,1.2,209000,1777000,231750
2018-12-15,1.3,219000,1790000,228000
2018-12-22,1.3,230000,1798000,224500
2018-12-29,1.2,237000,1779000,223750
2019-01-05,1.2,222000,1785000,227000
2019-01-12,1.2,211000,1779000,225000
2019-01-19,1.3,205000,1802000,218750
2019-01-26,1.2,227000,1775000,216250
2019-02-02,1.3,220000,1820000,215750
2019-02-09,1.2,213000,1785000,216250
2019-02-16,1.3,199000,1819000,214750
2019-02-23,1.3,204000,1801000,209000
2019-03-02,1.3,2e+05,1797000,204000
2019-03-09,1.2,201000,1782000,201000
2019-03-16,1.2,182000,1770000,196750
2019-03-23,1.2,184000,1741000,191750
2019-03-30,1.2,173000,1711000,185000
2019-04-06,1.2,173000,1660000,178000
2019-04-13,1.1,183000,1636000,178250
2019-04-20,1.1,2e+05,1643000,182250
2019-04-27,1.1,210000,1634000,191500
2019-05-04,1.1,214000,1605000,201750
2019-05-11,1.1,210000,1616000,208500
2019-05-18,1.1,213000,1604000,211750
2019-05-25,1.1,222000,1614000,214750
2019-06-01,1.1,229000,1621000,218500
2019-06-08,1.1,237000,1599000,225250
2019-06-15,1.1,231000,1627000,229750
2019-06-22,1.1,242000,1626000,234750
2019-06-29,1.2,240000,1666000,237500
2019-07-06,1.1,230000,1642000,235750
2019-07-13,1.1,231000,1639000,235750
2019-07-20,1.1,216000,1626000,229250
2019-07-27,1.2,220000,1659000,224250
2019-08-03,1.2,227000,1674000,223500
2019-08-10,1.1,236000,1647000,224750
2019-08-17,1.1,222000,1654000,226250
2019-08-24,1.1,231000,1634000,229000
2019-08-31,1.1,224000,1610000,228250
2019-09-07,1.1,217000,1605000,223500
2019-09-14,1.1,215000,1566000,221750
2019-09-21,1.1,218000,1561000,218500
2019-09-28,1.1,224000,1606000,218500
2019-10-05,1.1,224000,1597000,220250
2019-10-12,1.1,226000,1639000,223000
2019-10-19,1.2,222000,1684000,224000
2019-10-26,1.2,230000,1699000,225500
2019-11-02,1.2,224000,1702000,225500
2019-11-09,1.2,239000,1741000,228750
2019-11-16,1.2,240000,1746000,233250
2019-11-23,1.2,224000,1802000,231750
2019-11-30,1.2,221000,1800000,231000
2019-12-07,1.3,251000,1831000,234000
2019-12-14,1.3,233000,1841000,232250
2019-12-21,1.3,233000,1841000,234500
2019-12-28,1.3,235000,1891000,238000
2020-01-04,1.3,217000,1876000,229500
2020-01-11,1.3,203000,1835000,222000
2020-01-18,1.2,211000,1797000,216500
2020-01-25,1.3,2e+05,1839000,207750
2020-02-01,1.2,191000,1799000,201250
2020-02-08,1.3,186000,1822000,197000
2020-02-15,1.2,190000,1787000,191750
2020-02-22,1.2,196000,1801000,190750
2020-02-29,1.2,190000,1780000,190500
2020-03-07,1.2,186000,1763000,190500
2020-03-14,1.3,221000,1834000,198250
2020-03-21,2.2,2914000,3238000,877750
2020-03-28,5.5,5946000,8004000,2316750
2020-04-04,8.5,6137000,12396000,3804500
2020-04-11,11.1,4869000,16193000,4966500
2020-04-18,12.2,4201000,17789000,5288250
2020-04-25,14.9,3446000,21750000,4663250
2020-05-02,14.4,2796000,20939000,3828000
2020-05-09,15.9,2335000,23130000,3194500
2020-05-16,13.1,2176000,19153000,2688250
2020-05-23,13.2,1921000,19194000,2307000
2020-05-30,13.2,1639000,19216000,2017750
2020-06-06,12.9,1575000,18743000,1827750
2020-06-13,12.3,1473000,17860000,1652000
2020-06-20,12,1467000,17501000,1538500
2020-06-27,11.4,1446000,16610000,1490250
2020-07-04,11.8,1413000,17273000,1449750
2020-07-11,11.1,1468000,16251000,1448500
2020-07-18,11.5,1393000,16799000,1430000
2020-07-25,10.9,1260000,15929000,1383500
2020-08-01,10.4,1044000,15255000,1291250
2020-08-08,9.7,884000,14184000,1145250
2020-08-15,9.5,927000,13910000,1028750
2020-08-22,9,876000,13217000,932750
2020-08-29,9.2,881000,13501000,892000
2020-09-05,8.7,892000,12765000,894000
2020-09-12,8.7,861000,12684000,877500
2020-09-19,7.8,859000,11367000,873250
2020-09-26,7.2,795000,10481000,851750
2020-10-03,6.3,785000,9270000,825000
2020-10-10,5.7,839000,8425000,819500
2020-10-17,5.3,804000,7777000,805750
2020-10-24,4.9,776000,7180000,801000
2020-10-31,4.6,773000,6705000,798000
2020-11-07,4.3,737000,6341000,772500
2020-11-14,4.2,738000,6088000,756000
2020-11-21,3.8,793000,5580000,760250
2020-11-28,3.9,737000,5784000,751250
2020-12-05,3.8,873000,5609000,785250
2020-12-12,3.7,886000,5416000,822250
2020-12-19,3.6,815000,5332000,827750
2020-12-26,3.5,773000,5181000,836750
2021-01-02,3.8,803000,5330000,819250
2021-01-09,3.6,890000,5069000,820250
2021-01-16,3.4,844000,4877000,827500
2021-01-23,3.4,799000,4789000,834000
2021-01-30,3.3,803000,4658000,834000
2021-02-06,3.2,812000,4599000,814500
2021-02-13,3.2,802000,4495000,804000
2021-02-20,3.1,702000,4406000,779750
2021-02-27,3,704000,4227000,755000
2021-03-06,2.9,693000,4185000,725250
2021-03-13,2.8,699000,3970000,699500
2021-03-20,2.7,627000,3887000,680750
2021-03-27,2.7,658000,3859000,669250
2021-04-03,2.8,645000,3830000,657250
2021-04-10,2.7,571000,3779000,625250
2021-04-17,2.7,566000,3776000,610000
2021-04-24,2.7,574000,3767000,589000
2021-05-01,2.7,517000,3756000,557000
2021-05-08,2.7,494000,3737000,537750
2021-05-15,2.6,467000,3618000,513000
2021-05-22,2.6,441000,3575000,479750
2021-05-29,2.5,427000,3422000,457250
2021-06-05,2.4,420000,3352000,438750
2021-06-12,2.3,429000,3271000,429250
2021-06-19,2.3,424000,3266000,425000
2021-06-26,2.3,405000,3230000,419500
2021-07-03,2.3,403000,3116000,415250
2021-07-10,2.3,391000,3116000,405750
2021-07-17,2.2,424000,3082000,405750
2021-07-24,2.1,411000,2881000,407250
2021-07-31,2,414000,2794000,410000
2021-08-07,2.1,416000,2839000,416250
2021-08-14,2,405000,2804000,411500
2021-08-21,2,395000,2772000,407500
2021-08-28,2,381000,2740000,399250
2021-09-04,1.9,361000,2628000,385500
2021-09-11,2,363000,2705000,375000
2021-09-18,2,380000,2720000,371250
2021-09-25,2,376000,2674000,370000
2021-10-02,1.9,340000,2571000,364750
2021-10-09,1.9,317000,2512000,353250
2021-10-16,1.7,310000,2334000,335750
2021-10-23,1.7,294000,2263000,315250
2021-10-30,1.7,280000,2303000,300250
2021-11-06,1.6,279000,2172000,290750
2021-11-13,1.6,265000,2100000,279500
2021-11-20,1.5,244000,1976000,267000
2021-11-27,1.6,240000,2098000,257000
2021-12-04,1.4,228000,1927000,244250
2021-12-11,1.4,228000,1904000,235000
2021-12-18,1.3,220000,1793000,229000
2021-12-25,1.3,211000,1805000,221750
2022-01-01,1.3,224000,1778000,220750
2022-01-08,1.3,238000,1776000,223250
2022-01-15,1.3,240000,1787000,228250
2022-01-22,1.3,222000,1757000,231000
2022-01-29,1.3,214000,1743000,228500
2022-02-05,1.2,191000,1714000,216750
2022-02-12,1.2,209000,1633000,209000
2022-02-19,1.2,198000,1623000,203000
2022-02-26,1.2,182000,1664000,195000
2022-03-05,1.2,198000,1594000,196750
2022-03-12,1.1,177000,1542000,188750
2022-03-19,1.1,166000,1506000,180750
2022-03-26,1.1,171000,1529000,178000
2022-04-02,1.1,168000,1475000,170500
2022-04-09,1,186000,1417000,172750
1967-01-07,NA,208000,1134000,NA
1967-01-14,NA,207000,1119000,NA
1967-01-21,NA,217000,1119000,NA
1967-01-28,NA,204000,1103000,209000
1967-02-04,NA,216000,1131000,211000
1967-02-11,NA,229000,1153000,216500
1967-02-18,NA,229000,1167000,219500
1967-02-25,NA,242000,1199000,229000
1967-03-04,NA,310000,1235000,252500
1967-03-11,NA,241000,1234000,255500
1967-03-18,NA,245000,1236000,259500
1967-03-25,NA,247000,1268000,260750
1967-04-01,NA,259000,1291000,248000
1967-04-08,NA,257000,1273000,252000
1967-04-15,NA,299000,1278000,265500
1967-04-22,NA,245000,1277000,265000
1967-04-29,NA,255000,1286000,264000
1967-05-06,NA,254000,1308000,263250
1967-05-13,NA,231000,1284000,246250
1967-05-20,NA,230000,1265000,242500
1967-05-27,NA,228000,1253000,235750
1967-06-03,NA,248000,1265000,234250
1967-06-10,NA,238000,1251000,236000
1967-06-17,NA,224000,1248000,234500
1967-06-24,NA,218000,1220000,232000
1967-07-01,NA,209000,1193000,222250
1967-07-08,NA,240000,1248000,222750
1967-07-15,NA,241000,1258000,227000
1967-07-22,NA,240000,1252000,232500
1967-07-29,NA,209000,1280000,232500
1967-08-05,NA,221000,1240000,227750
1967-08-12,NA,202000,1215000,218000
1967-08-19,NA,215000,1202000,211750
1967-08-26,NA,213000,1180000,212750
1967-09-02,NA,218000,1204000,212000
1967-09-09,NA,231000,1189000,219250
1967-09-16,NA,220000,1179000,220500
1967-09-23,NA,209000,1178000,219500
1967-09-30,NA,204000,1157000,216000
1967-10-07,NA,231000,1165000,216000
1967-10-14,NA,206000,1189000,212500
1967-10-21,NA,223000,1174000,216000
1967-10-28,NA,207000,1161000,216750
1967-11-04,NA,222000,1176000,214500
1967-11-11,NA,214000,1142000,216500
1967-11-18,NA,198000,1133000,210250
1967-11-25,NA,191000,1142000,206250
1967-12-02,NA,196000,1150000,199750
1967-12-09,NA,221000,1153000,201500
1967-12-16,NA,204000,1188000,203000
1967-12-23,NA,219000,1195000,210000
1967-12-30,NA,216000,1167000,215000
1968-01-06,NA,222000,1158000,215250
1968-01-13,NA,222000,1187000,219750
1968-01-20,NA,221000,1191000,220250
1968-01-27,NA,198000,1157000,215750
1968-02-03,NA,244000,1173000,221250
1968-02-10,NA,210000,1175000,218250
1968-02-17,NA,196000,1143000,212000
1968-02-24,NA,193000,1165000,210750
1968-03-02,NA,190000,1151000,197250
1968-03-09,NA,204000,1147000,195750
1968-03-16,NA,190000,1143000,194250
1968-03-23,NA,2e+05,1136000,196000
1968-03-30,NA,192000,1119000,196500
1968-04-06,NA,191000,1079000,193250
1968-04-13,NA,171000,1079000,188500
1968-04-20,NA,183000,1059000,184250
1968-04-27,NA,251000,1087000,199000
1968-05-04,NA,209000,1079000,203500
1968-05-11,NA,194000,1091000,209250
1968-05-18,NA,199000,1071000,213250
1968-05-25,NA,194000,1073000,199000
1968-06-01,NA,199000,1063000,196500
1968-06-08,NA,192000,1097000,196000
1968-06-15,NA,194000,1071000,194750
1968-06-22,NA,189000,1060000,193500
1968-06-29,NA,194000,1038000,192250
1968-07-06,NA,214000,1097000,197750
1968-07-13,NA,186000,1076000,195750
1968-07-20,NA,180000,1033000,193500
1968-07-27,NA,205000,1036000,196250
1968-08-03,NA,206000,1072000,194250
1968-08-10,NA,218000,1088000,202250
1968-08-17,NA,192000,1107000,205250
1968-08-24,NA,193000,1094000,202250
1968-08-31,NA,188000,1064000,197750
1968-09-07,NA,189000,1067000,190500
1968-09-14,NA,195000,1044000,191250
1968-09-21,NA,191000,1047000,190750
1968-09-28,NA,189000,1048000,191000
1968-10-05,NA,185000,1060000,190000
1968-10-12,NA,186000,1045000,187750
1968-10-19,NA,191000,1035000,187750
1968-10-26,NA,182000,1033000,186000
1968-11-02,NA,181000,1028000,185000
1968-11-09,NA,183000,1028000,184250
1968-11-16,NA,192000,1076000,184500
1968-11-23,NA,199000,1023000,188750
1968-11-30,NA,162000,1056000,184000
1968-12-07,NA,188000,1063000,185250
1968-12-14,NA,195000,1061000,186000
1968-12-21,NA,192000,1063000,184250
1968-12-28,NA,223000,1116000,199500
1969-01-04,NA,190000,1118000,2e+05
1969-01-11,NA,191000,1099000,199000
1969-01-18,NA,192000,1072000,199000
1969-01-25,NA,193000,1077000,191500
1969-02-01,NA,203000,1099000,194750
1969-02-08,NA,197000,1088000,196250
1969-02-15,NA,192000,1115000,196250
1969-02-22,NA,192000,1092000,196000
1969-03-01,NA,201000,1098000,195500
1969-03-08,NA,191000,1099000,194000
1969-03-15,NA,189000,1080000,193250
1969-03-22,NA,181000,1071000,190500
1969-03-29,NA,183000,1041000,186000
1969-04-05,NA,182000,1076000,183750
1969-04-12,NA,190000,1050000,184000
1969-04-19,NA,187000,1025000,185500
1969-04-26,NA,177000,992000,184000
1969-05-03,NA,177000,1003000,182750
1969-05-10,NA,183000,1018000,181000
1969-05-17,NA,179000,1007000,179000
1969-05-24,NA,180000,1006000,179750
1969-05-31,NA,187000,988000,182250
1969-06-07,NA,192000,992000,184500
1969-06-14,NA,182000,1010000,185250
1969-06-21,NA,191000,1012000,188000
1969-06-28,NA,203000,1021000,192000
1969-07-05,NA,227000,1072000,200750
1969-07-12,NA,210000,1092000,207750
1969-07-19,NA,206000,1072000,211500
1969-07-26,NA,192000,1110000,208750
1969-08-02,NA,196000,1126000,201000
1969-08-09,NA,203000,1093000,199250
1969-08-16,NA,199000,1067000,197500
1969-08-23,NA,199000,1060000,199250
1969-08-30,NA,195000,1074000,199000
1969-09-06,NA,182000,1111000,193750
1969-09-13,NA,209000,1082000,196250
1969-09-20,NA,195000,1083000,195250
1969-09-27,NA,193000,1086000,194750
1969-10-04,NA,193000,1103000,197500
1969-10-11,NA,2e+05,1100000,195250
1969-10-18,NA,199000,1118000,196250
1969-10-25,NA,205000,1136000,199250
1969-11-01,NA,198000,1143000,200500
1969-11-08,NA,211000,1146000,203250
1969-11-15,NA,197000,1181000,202750
1969-11-22,NA,217000,1158000,205750
1969-11-29,NA,202000,1211000,206750
1969-12-06,NA,202000,1226000,204500
1969-12-13,NA,222000,1233000,210750
1969-12-20,NA,232000,1252000,214500
1969-12-27,NA,223000,1304000,219750
1970-01-03,NA,230000,1332000,226750
1970-01-10,NA,242000,1353000,231750
1970-01-17,NA,268000,1371000,240750
1970-01-24,NA,256000,1388000,249000
1970-01-31,NA,239000,1385000,251250
1970-02-07,NA,256000,1397000,254750
1970-02-14,NA,265000,1445000,254000
1970-02-21,NA,271000,1412000,257750
1970-02-28,NA,242000,1430000,258500
1970-03-07,NA,262000,1443000,260000
1970-03-14,NA,271000,1456000,261500
1970-03-21,NA,264000,1498000,259750
1970-03-28,NA,276000,1537000,268250
1970-04-04,NA,273000,1573000,271000
1970-04-11,NA,305000,1586000,279500
1970-04-18,NA,374000,1653000,307000
1970-04-25,NA,349000,1748000,325250
1970-05-02,NA,334000,1811000,340500
1970-05-09,NA,318000,1847000,343750
1970-05-16,NA,303000,1840000,326000
1970-05-23,NA,296000,1827000,312750
1970-05-30,NA,301000,1807000,304500
1970-06-06,NA,301000,1817000,300250
1970-06-13,NA,298000,1852000,299000
1970-06-20,NA,296000,1864000,299000
1970-06-27,NA,291000,1866000,296500
1970-07-04,NA,277000,1853000,290500
1970-07-11,NA,288000,1868000,288000
1970-07-18,NA,294000,1877000,287500
1970-07-25,NA,287000,1918000,286500
1970-08-01,NA,261000,1900000,282500
1970-08-08,NA,266000,1890000,277000
1970-08-15,NA,3e+05,1933000,278500
1970-08-22,NA,303000,1970000,282500
1970-08-29,NA,297000,2005000,291500
1970-09-05,NA,324000,1996000,306000
1970-09-12,NA,292000,2068000,304000
1970-09-19,NA,325000,2069000,309500
1970-09-26,NA,333000,2092000,318500
1970-10-03,NA,350000,2164000,325000
1970-10-10,NA,327000,2207000,333750
1970-10-17,NA,334000,2210000,336000
1970-10-24,NA,330000,2257000,335250
1970-10-31,NA,327000,2233000,329500
1970-11-07,NA,336000,2279000,331750
1970-11-14,NA,314000,2343000,326750
1970-11-21,NA,314000,2285000,322750
1970-11-28,NA,337000,2292000,325250
1970-12-05,NA,308000,2276000,318250
1970-12-12,NA,306000,2193000,316250
1970-12-19,NA,289000,2224000,310000
1970-12-26,NA,321000,2147000,306000
2022-04-16,NA,184000,NA,177250
