"bal_exp_tot.date.sq.","bal_exp_tot.values.sq.","bal_imp_tot.values.sq.","exp_b_cons.values.sq.","imp_b_cons.values.sq.","exp_b_uso.values.sq.","imp_b_uso.values.sq.","exp_b_cap.values.sq.","imp_b_cap.values.sq.","s1.values.sq.","s2.values.sq.","s3.values.sq.","s4.values.sq."
2021-07-01,40887.733,44950.628,9499.543,5501.366,18859.523,36031.745,12528.667,3417.517,-4062.895,-6945.646,-2111.824,-1951.07
2021-06-01,42671.459,41909.429,10720.313,5353.7,18406.923,33313.433,13544.223,3242.296,762.03,-1863.145,-1841.776,2603.806
2021-05-01,40798.353,40458.684,10906.863,5003.306,17147.87,32273.59,12743.621,3181.787,339.669,-1932.326,-1703.148,2042.818
2021-04-01,40772.789,39272.146,10845.695,4550.794,17153.238,31655.7,12773.856,3065.652,1500.642,-557.436,-1535.383,3036.025
2021-03-01,43021.477,45974.454,10967.904,4911.595,19201.481,37497.244,12852.092,3565.615,-2952.977,-5080.635,-4454.68,1501.703
2021-02-01,36174.57,33486.199,9712.801,3874.634,15603.409,26724.004,10858.36,2887.56,2688.371,867.85,-1108.821,3797.192
2021-01-01,32667.77,33910.702,8404.791,4085.132,13873.505,26875.015,10389.475,2950.555,-1242.932,-3019.407,-1191.825,-51.107
2020-12-01,43055.653,36879.948,11119.433,4649.027,17730.181,28926.435,14206.039,3304.486,6175.704,4197.394,-1229.783,7405.488
2020-11-01,38241.494,35257.525,10790.992,4421.119,15976.484,27810.576,11474.018,3025.83,2983.969,1433.043,-1014.613,3998.582
2020-10-01,41950.897,35694.81,11465.14,4296.336,16950.057,28492.157,13535.7,2906.317,6256.087,4910.074,-1361.881,7617.968
2020-09-01,38539.745,34142.602,10213.616,4036.534,15891.594,27374.211,12434.535,2731.857,4397.143,2912.753,-1067.593,5464.736
2020-08-01,37001.121,30845.723,9789.054,3714.439,15501.729,24551.436,11710.338,2579.849,6155.398,4474.995,-695.562,6850.96
2020-07-01,35499.475,29844.448,8984.997,3361.013,14668.979,23799.805,11845.499,2683.63,5655.027,4246.216,-864.731,6519.758
2020-06-01,33047.743,27512.168,8809.728,2662.535,12753.484,22240.777,11484.53,2608.856,5535.575,4247.185,-418.836,5954.411
2020-05-01,18116.045,21578.337,4623.994,2316.894,7745.638,17036.848,5746.413,2224.595,-3462.292,-4417.371,-444.262,-3018.03
2020-04-01,23222.652,26457.052,5768.492,2794.391,9682.295,21245.736,7771.865,2416.926,-3234.4,-4095.418,-1175.73,-2058.67
2020-03-01,38310.256,34995.932,11041.77,4236.273,15492.635,28027.358,11775.852,2732.301,3314.325,2086.104,-1987.665,5301.99
2020-02-01,36433.612,33715.379,9855.378,4344.425,14918.15,26609.103,11660.084,2761.851,2718.232,1223.567,-1754.926,4473.158
2020-01-01,33580.713,36062,8507.576,5146.781,14409.467,27618.799,10663.671,3296.42,-2481.286,-4689.001,-1908.484,-572.803
2019-12-01,38654.359,35587.869,10244.06,4995.07,15999.837,27099.704,12410.462,3493.095,3066.49,826.866,-1424.973,4491.463
2019-11-01,37484.46,36697.66,10036.142,5335.148,15408.868,27925.695,12039.45,3436.817,786.8,-1077.526,-1709.673,2496.474
2019-10-01,40762.114,41449.532,10754.907,6174.785,16268.62,31390.532,13738.587,3884.214,-687.417,-2527.246,-2226.695,1539.277
2019-09-01,37180.583,37332.184,9686.687,4981.751,15549.379,29096.416,11944.516,3254.017,-151.601,-2048.287,-1618.314,1466.714
2019-08-01,40051.154,39648.433,10255.812,5264.319,16588.032,30845.507,13207.31,3538.607,402.721,-1511.513,-1919.486,2322.208
2019-07-01,39115.732,40406.335,9652.238,5271.854,16011.025,31757.498,13452.468,3376.983,-1290.603,-3502.766,-1873.517,582.914
2019-06-01,37924.986,35382.744,10141.56,4723.013,15217.734,27694.006,12565.692,2965.725,2542.242,588.652,-1876.101,4418.343
2019-05-01,41749.982,40792.86,10840.879,5250.628,17380.981,31928.237,13528.123,3613.996,957.122,-1612.737,-1996.415,2953.537
2019-04-01,39586.47,38076.401,10682.502,5223.995,16126.367,29508.986,12777.601,3343.42,1510.069,-748.739,-2074.489,3584.558
2019-03-01,39018.828,37530.886,10852.412,4789.398,16346.351,29359.667,11820.065,3381.822,1487.941,-855.597,-1704.674,3192.615
2019-02-01,36437.807,35073.897,9930.727,4328.798,15613.864,27615.104,10893.216,3129.995,1363.91,-1245.44,-949.372,2313.281
2019-01-01,32637.22,37262.788,8190.84,4819.657,14065.779,28626.06,10380.6,3817.071,-4625.568,-6717.442,-2039.253,-2586.315
2018-12-01,37597.547,35692.967,10217.312,4799.104,15608.691,27380.444,11771.544,3513.419,1904.58,-351.066,-1803.084,3707.664
2018-11-01,38595.389,40928.716,10054.253,5645.302,16143.475,31432.994,12397.66,3850.42,-2333.327,-4642.546,-2530.456,197.129
2018-10-01,41356.07,44290.891,10694.171,6327.837,17108.217,33498.065,13553.681,4464.989,-2934.821,-5553.637,-2598.37,-336.451
2018-09-01,37700.602,38001.683,9789.088,5181.171,15799.405,29049.138,12112.11,3771.374,-301.08,-3069.067,-1506.25,1205.17
2018-08-01,39545.208,42129.496,9615.046,5973.666,17167.935,32032.102,12762.227,4123.728,-2584.288,-5324.09,-2212.022,-372.266
2018-07-01,36742.212,39612.118,8496.823,5309.509,15960.45,30237.562,12284.938,4065.047,-2869.907,-5476.381,-2307.11,-562.797
2018-06-01,37483.508,38383.337,9481.304,5082.945,16073.457,29491.153,11928.747,3809.239,-899.828,-3409.002,-2193.726,1293.898
2018-05-01,39213.912,40766.241,9570.772,5193.25,17539.926,31783.893,12103.215,3789.098,-1552.329,-4379.384,-1630.689,78.36
2018-04-01,37181.694,37471.965,9687.362,5079.763,16372.619,28673.457,11121.713,3718.745,-290.271,-2916.572,-1643.744,1353.474
2018-03-01,39484.266,37734.615,10758.321,5020.551,16871.265,29331.5,11854.681,3382.564,1749.651,-706.725,-1813.413,3563.064
2018-02-01,35093.793,34149.86,9435.243,4573.151,15311.308,26244.012,10347.242,3332.697,943.933,-1654.92,-1332.243,2276.175
2018-01-01,30718.527,35140.478,7731.466,4931.393,13479.056,26502.373,9508.004,3706.711,-4421.951,-6735.601,-1561.141,-2860.81
2017-12-01,35986.234,35984.012,9618.76,5314.816,15466.793,26975.812,10900.68,3693.384,2.223,-2661.391,-1724.858,1727.081
2017-11-01,37507.573,37082.913,10419.499,5363.894,15713.83,28037.601,11374.243,3681.418,424.659,-2057.434,-1494.465,1919.124
2017-10-01,36715.63,38969.493,9780.911,5591.569,15314.056,29562.883,11620.663,3815.042,-2253.864,-4533.408,-1802.769,-451.095
2017-09-01,33771.318,35706.801,8921.524,5090.858,14168.83,27113.405,10680.964,3502.538,-1935.483,-3865.354,-1691.422,-244.061
2017-08-01,35926.907,38513.13,8854.59,5196.2,15375.078,29484.697,11697.239,3832.232,-2586.223,-4436.416,-2180.467,-405.756
2017-07-01,32155.156,33687.183,7665.444,4436.965,13545.782,25925.894,10943.931,3324.324,-1532.026,-3472.749,-1192.846,-339.181
2017-06-01,35547.887,35548.917,8851.932,4646.839,15203.665,27424.716,11492.29,3477.362,-1.03,-1781.582,-1320.074,1319.043
2017-05-01,35342.342,36546.951,9041.704,4611.677,14758.737,28459.545,11541.901,3475.729,-1204.609,-2835.167,-1314.884,110.275
2017-04-01,31768.954,30869.68,7724.1,4028.873,13561.828,23879.658,10483.025,2961.149,899.274,-779.93,-1191.54,2090.814
2017-03-01,36048.426,36110.316,9691.808,4759.148,15380.195,28040.627,10976.422,3310.54,-61.89,-1783.831,-1712.064,1650.173
2017-02-01,31345.973,30586.757,7605.435,4078.97,13641.977,23713.982,10098.56,2793.805,759.216,-1132.641,-1158.732,1917.948
2017-01-01,27316.175,30788.434,6406.162,4218.591,12032.743,23420.586,8877.27,3149.257,-3472.259,-5347.268,-1501.023,-1971.236
2016-12-01,33195.659,33206.048,8407.234,4579.706,14315.601,25077.528,10472.824,3548.815,-10.389,-1830.985,-1625.185,1614.796
2016-11-01,34344.613,34267.067,9084.474,4678.962,14248.557,26118.54,11011.582,3469.565,77.546,-1622.902,-1167.895,1245.441
2016-10-01,32596.379,33495.421,8023.805,4737.242,13950.961,25278.336,10621.613,3479.843,-899.042,-2831.831,-980.857,81.815
2016-09-01,32701.172,34229.627,7779.114,4755.788,14544.131,25856.989,10377.927,3616.85,-1528.455,-3414.687,-1187.405,-341.05
2016-08-01,32446.304,34332.06,7804.961,4639.452,14869.52,26143.052,9771.823,3549.556,-1885.756,-3647.843,-1027.433,-858.323
2016-07-01,29773.01,31599.262,6852.3,4333.743,13133.769,23969.287,9786.941,3296.232,-1826.252,-3443.9,-1379.22,-447.032
2016-06-01,31949.905,32467.942,7759.459,4159.195,14315.017,24741.279,9875.429,3567.467,-518.037,-2129.96,-980.091,462.054
2016-05-01,31410.821,31854.21,7649.898,4166.433,13778.611,24527.593,9982.312,3160.184,-443.389,-2132.956,-705.414,262.025
2016-04-01,30387.276,32497.219,7079.171,4181.348,13374.624,25173.726,9933.481,3142.145,-2109.943,-3435.893,-1161.299,-948.644
2016-03-01,31493.61,31408.485,7568.226,3991.798,14262.753,24421.883,9662.631,2994.804,85.125,-1190.386,-763.933,849.058
2016-02-01,28967,29751.151,7293.974,3846.2,12534.039,22998.4,9138.986,2906.551,-784.152,-1911.687,-720.987,-63.164
2016-01-01,24687.865,27979.044,6246.641,3884.605,10665.064,21105.322,7776.16,2989.117,-3291.179,-4365.687,-1041.34,-2249.838
2015-12-01,31142.075,31889.184,8195.23,4832.124,13224.475,23539.016,9722.37,3518.045,-747.109,-1929.243,-1492.143,745.034
2015-11-01,30981.322,32595.256,8512.018,4929.28,13102.65,24207.021,9366.654,3458.955,-1613.934,-3135.527,-794.053,-819.881
2015-10-01,34100.594,35600.923,9460.328,5228.503,14475.866,26622.04,10164.4,3750.38,-1500.329,-3327.363,-783.616,-716.713
2015-09-01,32187.182,33663.061,8166.114,4906.639,14436.697,25192.933,9584.371,3563.489,-1475.879,-3266.167,-862.953,-612.926
2015-08-01,31009.789,33831.912,7622.32,5485.23,13871.288,24954.458,9516.181,3392.224,-2822.123,-4730.305,-1828.066,-994.058
2015-07-01,32694.944,35073.02,8176.859,4771.862,14289.35,26638.966,10228.735,3662.192,-2378.075,-4437.512,-1143.775,-1234.3
2015-06-01,33761.831,34590.363,8184.166,4754.976,15322.703,26096.339,10254.963,3739.048,-828.531,-3059.04,-655.482,-173.049
2015-05-01,31244.705,32359.172,7950.012,4341.509,14123.316,24753.203,9171.377,3264.46,-1114.467,-3463.456,-58.781,-1055.687
2015-04-01,32971.49,33041.33,8295.928,4358.622,14889.527,25413.334,9786.034,3269.375,-69.841,-1968.269,-794.504,724.663
2015-03-01,34177.473,33666.222,8829.062,4306.212,15457.11,25825.415,9891.301,3534.596,511.25,-1647.69,-425.12,936.37
2015-02-01,29731.307,29125.93,7408.409,3936.203,13976.263,22433.051,8346.635,2756.676,605.376,-1492.802,-390.738,996.114
2015-01-01,26553.377,29817.479,6234.029,4432.014,12425.848,22052.745,7893.499,3332.72,-3264.103,-5339.998,-958.95,-2305.153
2014-12-01,34090.91,33862.45,8461.475,4927.001,15517.533,25239.883,10111.902,3695.566,228.46,-2185.668,-1024.247,1252.707
2014-11-01,32192.734,33407.006,8143.308,5315.905,14835.003,24713.957,9214.423,3377.144,-1214.272,-4203.321,-636.371,-577.9
2014-10-01,36879.601,36945.105,9427.504,5623.631,17042.35,27594.243,10409.747,3727.232,-65.504,-3329.566,-123.253,57.749
2014-09-01,34147.311,33667.444,7841.11,4941.38,16666.555,25505.564,9639.646,3220.5,479.866,-3137.951,18.261,461.606
2014-08-01,33286.822,34483.635,7810.279,5009.19,15753.038,26247.732,9723.504,3226.714,-1196.813,-4868.413,183.237,-1380.05
2014-07-01,33687.101,34690.783,7947.97,4948.611,16176.735,26127.264,9562.396,3614.908,-1003.682,-4432.348,156.362,-1160.044
2014-06-01,33436.311,33050.55,7935.278,4641.601,16262.501,25303.845,9238.532,3105.103,385.761,-3504.601,528.559,-142.798
2014-05-01,34373.788,34251.128,8397.657,4545.713,16337.727,26438.555,9638.403,3266.861,122.66,-3682.972,586.131,-463.472
2014-04-01,34059.95,33561.872,8437.994,5082.452,16204.821,25275.22,9417.135,3204.2,498.078,-3288.783,-30.693,528.771
2014-03-01,33245.192,32287.36,8165.9,4335.074,15930.867,24793.002,9148.425,3159.285,957.832,-2790.862,433.884,523.948
2014-02-01,30461.527,29543.472,7045.027,4184.401,15086.061,22471.659,8330.439,2887.412,918.055,-3006.472,713.517,204.537
2014-01-01,27052.385,30233.531,6014.628,4745.484,14013.359,22325.364,7024.398,3162.683,-3181.145,-7009.029,74.18,-3255.325
2013-12-01,32061.207,30441.223,7362.165,4575.136,16071.639,22230.521,8627.402,3635.566,1619.984,-2753.653,1341.604,278.38
2013-11-01,31673.409,31363.977,8052.827,4775.81,15157.503,23244.747,8463.08,3343.42,309.432,-3328.517,684.4,-374.968
2013-10-01,35082.425,35217.067,8849.272,5492.615,17101.233,26124.642,9131.92,3599.81,-134.642,-4474.846,1068.351,-1202.993
2013-09-01,31377.763,30726.402,7571.438,4689.924,15625.735,23134.013,8180.591,2902.466,651.361,-3363.287,906.058,-254.697
2013-08-01,32677.304,32902.205,8137.328,4981.58,16117.922,24685.083,8422.055,3235.542,-224.901,-4399.393,473.247,-698.148
2013-07-01,32252.174,33651.211,7453.807,4828.804,15800.641,25352.123,8997.726,3470.285,-1399.037,-5702.799,668.596,-2067.633
2013-06-01,31088.267,30168.158,8217.965,4200.091,14869.876,22963.741,8000.427,3004.326,920.109,-2806.455,653.523,266.586
2013-05-01,32845.282,33305.574,9032.212,4672.096,15882.856,25373.377,7930.214,3260.101,-460.292,-4139.334,304.785,-765.077
2013-04-01,32729.138,34087.541,8451.113,5465.985,16639.176,25095.383,7638.85,3526.173,-1358.403,-5797.548,301.113,-1659.516
2013-03-01,31838.072,30127.821,8411.529,4718.7,15640.942,22488.626,7785.601,2920.495,1710.251,-2447.498,596.308,1113.943
2013-02-01,29091.473,29066.034,7118.714,4176.103,14879.386,21971.618,7093.374,2918.314,25.439,-4059.473,1075.156,-1049.717
2013-01-01,27298.537,30152.955,6276.277,4752.54,14685.873,22159.524,6336.388,3240.891,-2854.418,-7403.783,540.492,-3394.91
2012-12-01,30209.376,29207.86,7647.733,4170.05,14732.881,21632.114,7828.762,3405.696,1001.516,-2909.882,1054.885,-53.369
2012-11-01,31468.922,32716.357,8040.896,5374.933,15659.271,23642.568,7768.756,3698.856,-1247.435,-5563.363,629.639,-1877.074
2012-10-01,33939.839,35564.836,8623.134,5374.863,17014.992,26546.682,8301.713,3643.29,-1624.997,-6266.021,498.96,-2123.957
2012-09-01,29279.642,29069.597,6772.884,4264.023,15404.271,21806.83,7102.487,2998.744,210.045,-4363.05,1586.359,-1376.314
