"mayoreo_ocup.date","mayoreo_ocup.values","mayoreo_remun.values","mayoreo_ventas.values","mayoreo_compras.values","menudeo_ocup.values","menudeo_remun.values","menudeo_ventas.values","menudeo_compras.values"
2017-05-01,108.369198464824,105.956606339333,106.562203266481,107.743417029259,103.083142945079,108.302745862706,111.510537344831,108.515669318696
2017-04-01,107.996866547716,107.779144629966,107.248111968716,107.935564061094,102.877300365291,108.062493644965,111.866647245882,108.458258439919
2017-03-01,108.044028515107,105.56711372461,106.993047828475,108.404400922619,102.846676760849,109.347806217119,111.325109188696,108.53115844853
2017-02-01,107.869926298369,105.290277580734,107.504464959587,113.071272122903,102.851781271694,107.04950834664,112.14679277713,108.645026863857
2017-01-01,108.973979764729,105.358232329675,108.057638644471,106.176490731878,102.986196098876,108.256681649233,112.387396546314,111.69049666641
2016-12-01,108.277263763099,105.190913684782,107.276372684759,107.743446352238,102.688479121062,108.922170299644,113.389338489302,109.825836381733
2016-11-01,108.29642759252,102.594395746126,104.771711771316,105.901344716777,102.560265806819,109.240095255353,113.160721120285,108.455813188658
2016-10-01,107.741829541349,105.746164132812,106.237023222486,107.809207452141,103.104217857171,109.143165411535,114.444222137093,110.949774553923
2016-09-01,107.525225864145,105.338784811445,106.815813299837,108.38554296192,102.28668614603,109.224016637943,112.735809720912,109.291313979492
2016-08-01,107.040335908313,106.677860104089,106.132417943826,111.344445407701,102.340574205267,109.117856168714,112.292760190342,108.914474513089
2016-07-01,106.443407706661,106.926303745781,105.95926935697,107.781760442606,102.528965692764,109.42934942767,111.409229430802,109.397371987207
2016-06-01,106.438887871795,105.77903132207,106.116079694771,108.362140238197,102.43908327708,107.648134030166,111.946162427124,109.596862071894
2016-05-01,106.090123098177,105.594492549532,106.419510812434,108.386653072253,102.565323273624,107.657595267053,110.322134368663,107.557384472566
2016-04-01,105.935404267277,104.777554610315,105.362437012122,106.429490510142,102.290404826993,106.258805985286,110.064354164627,107.323124649477
2016-03-01,105.533572506111,105.360252533173,104.344949677459,106.883074327205,102.259762865048,106.653531930421,109.329755997182,107.657917431526
2016-02-01,104.92400986696,104.225442372321,104.163944518407,106.636173619318,101.764744896944,106.438993081115,108.563671408232,106.494878981747
2016-01-01,104.677562238057,103.600949522995,104.442446279216,104.120507191532,101.662899519031,105.945943636074,109.344902426739,107.275959543537
2015-12-01,104.378510200198,99.307665777998,101.941316449969,102.256837490515,101.244678669194,103.737205317835,107.668178570407,104.933309439221
2015-11-01,104.070535943509,101.202639184908,104.677049143113,106.162381090788,101.275951285058,105.503829492314,107.038851840427,105.152414283095
2015-10-01,103.931890164469,101.971411425817,105.192389488074,106.081449579519,101.018606741605,105.74266296839,106.990775792026,104.739670469483
2015-09-01,103.785790523203,101.823614975318,104.753424620569,104.190061141009,101.350523186117,104.928052462909,107.009525143459,105.4021746448
2015-08-01,103.152438693494,101.130190865317,105.808017227661,104.768697793381,100.77404494245,104.93582437008,107.795160135378,103.997272694571
2015-07-01,103.806151021246,100.363508808525,107.859888214591,106.777540586403,100.780071559571,105.047285713823,106.807474028213,106.120257926259
2015-06-01,104.454389437984,100.390278868884,105.951915351465,104.116880562683,100.654266630664,104.875620785334,105.848634864712,102.981317616011
2015-05-01,104.209607487199,100.164752527844,105.480114410689,104.21027109465,100.316006551227,104.352620492177,105.37311661908,103.364474213136
2015-04-01,104.201796050042,99.39420462026,105.206892945454,104.593818686521,100.289903166743,103.746161836805,104.820626465522,103.124182057643
2015-03-01,103.981859003566,99.494324682358,105.425693663813,104.041561824593,100.213451184216,102.856334146689,104.969468965098,103.31662625901
2015-02-01,103.835584857557,99.747879342336,105.187301794189,101.387347260529,100.954220383257,102.793980131158,104.563868943335,104.203189440129
2015-01-01,103.419320759209,99.289220018386,104.784481211557,103.447009337033,100.253174291965,102.804512459147,103.952818664113,104.555956975824
2014-12-01,103.269233656884,97.955565788963,105.45400568134,104.642656135307,99.575510189856,101.918834862623,102.082933548961,100.777124332843
2014-11-01,102.980027221711,98.555804039907,105.624757139391,103.815768436514,99.598909462861,101.773049958683,102.976985848014,101.623528415904
2014-10-01,102.88202717149,98.802247665978,103.958103928526,102.073705777802,99.087688274583,102.879510665269,101.775944837994,98.336975546882
2014-09-01,102.326224090594,99.058581494261,103.579727347171,102.140367676068,99.113873748886,101.889629057337,100.652912153289,99.83657405523
2014-08-01,102.232577321225,99.177132535778,103.458899477145,101.596605159598,99.24559149259,101.781851450054,102.165491938755,100.448783255049
2014-07-01,102.0061028641,99.347140945469,103.131994366507,101.832320873901,99.231667585055,100.903952065118,101.298640937266,99.943611718057
2014-06-01,101.81923282552,99.208083341983,102.026599048299,101.81816687429,99.225923602737,101.026265996243,101.199129593327,100.57708433334
2014-05-01,102.124896183761,96.043332766019,102.653202104019,103.424433459034,99.497362396219,100.091640558272,100.884794344424,100.591985327207
2014-04-01,102.073354123507,100.81610753043,103.362537579261,103.822805837458,99.685013197726,100.360162775568,101.10739263013,100.174923600056
2014-03-01,101.513700178457,98.912192486792,103.260089275271,102.143552015242,99.652565402392,100.172291216849,99.881676634223,99.303382045885
2014-02-01,101.228850355486,99.66529869275,102.92437255605,102.793473557973,99.100511479705,100.545308512894,99.948042360069,99.370499573524
2014-01-01,100.957208462533,98.417002748805,101.823604748837,99.789320198811,99.734282515966,100.321710567238,98.674276865247,99.423845744092
2013-12-01,100.823020267173,101.052854249184,101.678630936323,103.615195945506,99.802053293981,100.359592388354,99.309255767569,100.675875946618
2013-11-01,100.72024525018,101.385962215551,101.420530428754,100.620321963897,99.524287939426,100.661718378357,100.08679839484,99.224114434977
2013-10-01,100.467631741941,100.23021160787,100.676205060859,100.075437985744,99.721727293738,100.646212752218,99.515104946313,99.350632796217
2013-09-01,100.464980709916,100.819359510474,99.204049038127,99.212812400801,99.764402958984,100.413850534372,99.672893075975,98.023430895477
2013-08-01,100.145967711731,100.749783426769,98.666266314145,98.758443791468,100.271413077462,100.008791048285,99.451311603579,100.402677495493
2013-07-01,100.255355566795,100.471749914898,99.487375113605,97.890095201845,99.498951983473,100.037102706736,100.822190243773,101.531228786087
2013-06-01,100.148113859822,100.395656271399,99.003112582022,99.496312666721,99.516660787477,99.768207613493,100.357160370217,100.477953513482
2013-05-01,99.877844925805,94.285754249334,99.036678869118,99.31902385207,100.100281926335,97.685535871615,100.543163034698,100.951456853931
2013-04-01,99.686911127871,101.169949257473,98.998120254157,98.911274099194,100.155189699367,99.916852497622,99.774740803115,99.60878012862
2013-03-01,99.221653418308,98.584181430448,101.683139413512,101.782371486079,100.7340583626,97.815251655939,100.302418030102,100.499357962752
2013-02-01,99.173830006413,100.342026565063,99.688222958172,99.881819057824,100.659510801716,99.71122504656,100.421287981833,100.632898385649
2013-01-01,98.970101323902,101.37596715123,99.718345407119,99.604489483113,100.454937492647,103.487638220755,100.449345114016,99.145567652477
2012-12-01,96.705363649174,104.056817735082,99.23397950463,98.933347276147,100.548288513818,103.457998925972,98.04135335785,99.683304170174
2012-11-01,96.523419902215,99.91596240939,98.883332375265,98.850749373939,100.583768543671,99.579661512054,100.978289927641,100.802502534805
2012-10-01,96.251942044191,100.573842841041,100.88357374561,98.807231276729,100.426886257918,100.407374591151,100.997840512122,100.237695043156
2012-09-01,96.517993154352,99.217509275272,103.462192659452,102.803728508554,99.98937942215,100.507673905066,101.28602062535,99.791067326735
2012-08-01,96.450653709694,98.588809741816,101.283553012793,100.685874253492,100.292164854404,99.840156227697,100.225671585693,98.478122808979
2012-07-01,96.33892172065,98.328199740446,101.276667398505,99.758453334777,100.219596948857,99.75453324577,98.497232170623,98.58332718479
2012-06-01,96.150803304421,99.196809369495,103.285919994164,99.793731501372,100.086540672597,99.613020758917,99.662586486905,98.896535245129
2012-05-01,95.845690777805,99.143144444212,101.101565186083,98.265464474795,99.95946671834,101.172118957138,99.577194402069,97.364287449903
2012-04-01,95.360248198722,99.40949302491,99.044832305653,99.494866688851,99.855134011576,99.793655038305,99.411113445651,98.188335069282
2012-03-01,95.362578951475,99.159203586855,100.494435600624,100.950952078469,100.033331634804,99.953891056248,99.674377445805,95.868924665617
2012-02-01,95.197754820751,99.892306253789,101.011894129841,101.064456960507,100.078049654663,99.797387535989,98.921634110297,94.350823812082
2012-01-01,95.157667690662,96.906951923635,103.191858001301,102.014051988462,100.114782432186,99.011379217528,98.450095822317,95.480597509454
2011-12-01,95.012212075171,96.746400267661,101.789202043434,100.89580588244,100.090269307662,98.744083749587,98.856010437859,97.035371552678
2011-11-01,94.756262222409,97.826733279043,99.507344867475,100.76882599417,100.235915590334,98.722469345515,96.380052530805,95.887528947406
2011-10-01,94.516136804558,97.367318948274,98.424576215032,99.688932073237,100.179730084473,97.925984231516,96.842715063973,94.449690793325
2011-09-01,93.427400470143,100.258673495653,99.127243188475,99.068373231783,100.03179998752,98.745913530785,96.503970451739,94.669536230855
2011-08-01,92.695245011895,97.316813157994,96.802869166624,96.64043450339,99.839194146983,98.828735185764,95.282296628535,95.012149652541
2011-07-01,92.166908281475,96.570023449235,92.411073028741,95.515541290371,99.824858235711,99.753751318315,94.773134350133,92.833531974597
2011-06-01,92.157429207747,96.170788099051,93.72939501843,94.130331358996,99.372459587828,99.931859647946,95.580226630121,92.679830051185
2011-05-01,91.36820272288,97.615223283439,92.944096533914,92.183053908976,98.735763026124,99.927677850185,95.590548951274,93.230249907853
2011-04-01,91.100827030001,92.704564615726,91.73535950429,89.925183392239,99.137782200834,99.128938904906,95.370975268394,93.053079757833
2011-03-01,90.709211216117,93.873692590483,93.52040498281,89.92605155939,98.862659659794,98.868834402592,94.386411927613,92.079006822074
2011-02-01,90.442910031861,93.347370579799,93.280504870015,90.040302893863,98.76394786896,97.071581902423,93.318470396986,91.318571725036
2011-01-01,90.049188873468,94.089320558483,94.647440280784,90.647909528956,98.637501438131,98.047464449204,96.179254170813,95.650059717889
2010-12-01,89.995072863818,94.293795557866,93.168492894822,92.221030177277,99.278169039129,97.717459949375,95.487793094023,90.731073574034
2010-11-01,89.596860278902,93.274770821353,93.742623771715,92.385974098713,99.505358861296,97.179288874871,91.573844345542,89.710780496125
2010-10-01,89.274063840113,93.455429806337,94.162542215071,91.912373441738,99.099338112222,97.510129325797,94.888333316497,90.713141023375
2010-09-01,89.192892662141,94.223145594151,93.199563864839,90.6554918755,99.182335817671,96.642697385881,94.544459059225,90.429312480712
2010-08-01,89.018422097045,94.18708384183,93.735611986358,90.727560971839,98.92906926876,99.51562072782,95.342130020366,89.826466925172
2010-07-01,88.80116912158,94.417384869909,93.194568186191,90.206937226996,98.837953728773,96.951837728754,94.384882702478,89.151945774141
2010-06-01,88.527608785028,94.075415551021,92.750238440748,88.85888964158,99.087597625979,97.036287595649,94.010902802351,88.709532325164
2010-05-01,88.171773326282,95.863844826229,94.016347703871,90.6958206121,99.064063183317,95.842457358552,94.70415348384,89.917101307085
2010-04-01,88.005958871314,92.702109096034,94.122031950316,91.17679376706,98.899317216617,95.988329635226,93.777227326792,89.670173089147
2010-03-01,87.681450566184,95.233773713508,92.108342120634,90.242216657606,98.948594797889,97.993485438618,94.461991833178,92.357573062461
2010-02-01,87.42320328257,93.778521392037,90.75046960625,89.822945639291,99.110374756923,96.219963553528,93.742985714831,90.768136928079
2010-01-01,87.194576668279,95.093295284646,89.913717293751,88.009839528298,99.030399469251,95.326192068543,93.325288083156,89.387691660813
2009-12-01,86.149023163286,94.606523714034,88.98604041209,85.200671113179,100.133596063929,95.149470451183,94.884605807307,92.267893051104
2009-11-01,86.092737378789,94.451110586402,88.763437725168,83.518795810986,99.699769440898,95.225635486206,93.222371924029,88.274088278304
2009-10-01,86.009237682844,94.049649010143,87.793343368558,83.363447257982,99.820666717112,94.266915368578,93.186439516594,87.183716823215
2009-09-01,86.0066938168,94.576219950183,87.109798502313,83.470266964446,100.109533350058,94.298016051383,93.457139125907,86.349530960459
2009-08-01,86.111451508503,94.553291354412,88.252135930197,84.274993332686,100.243531525715,93.655178328096,93.731084900936,87.188039878879
2009-07-01,85.864097895657,95.88975981539,88.261190066603,84.664915916002,100.257553174917,93.513968682944,94.028630292049,89.413646582332
2009-06-01,85.768938976448,95.363442233765,88.028336331011,83.931525752652,100.267225444462,92.575031095711,93.621942177338,87.624210306829
2009-05-01,85.662181973618,93.44940931007,85.750897629447,83.839866102201,99.95214245537,93.283586051647,93.311420040236,87.225566474766
2009-04-01,86.00105636781,95.599928911858,88.052063540523,84.989711752407,100.602632872073,94.001634953641,94.376642427229,87.801299485546
2009-03-01,86.149758668364,95.290095398957,89.208315633563,85.183618347439,100.536880083407,92.984246055885,96.640333116048,88.165734798448
2009-02-01,85.959225697155,95.854346231313,90.348741397193,85.839235504651,100.403013518651,93.585538475214,95.21575386139,88.019316776491
2009-01-01,86.171823092288,94.777004406374,89.648940116448,86.446284502174,100.47728560475,95.259391244903,95.520411893379,89.532620036338
2008-12-01,86.090647791777,90.993315121644,90.829975838921,84.907280757559,99.902498527142,94.524910742383,95.669928159763,89.245014593643
2008-11-01,86.181449621,97.1079490055,92.985559982966,91.764083027928,99.762715901101,94.086080271113,95.109235986324,89.904354886454
2008-10-01,86.627616124722,95.818626601864,97.14294344573,92.62200393515,99.922381994273,95.518116758703,96.249111128154,91.475186103906
2008-09-01,86.123012615924,93.870233393461,95.970260082267,93.972834813081,99.991089012294,95.362970787346,96.480768310358,92.372673112096
2008-08-01,86.178691236476,94.452942711139,95.585547969774,94.596385596331,100.197114566687,95.95275334238,97.087260016578,92.416412814005
2008-07-01,86.242427080726,93.227591172635,98.2696637112,95.903707130108,100.554170634793,95.535172813778,98.068840361953,94.242619072969
2008-06-01,86.057676626936,92.149956486718,98.896272324971,99.510145232759,100.948182279658,96.218122708444,98.710856941531,94.595695431507
2008-05-01,85.964210508796,96.50292176967,97.991419777801,98.196382216761,101.004383701671,97.006392864418,97.916081783309,93.254793313816
2008-04-01,85.245912316559,96.218097202684,98.734619260932,97.928969686439,101.65478578443,96.144994119952,99.118292005486,95.900487759914
2008-03-01,84.996718055871,94.931791288897,93.812368464234,92.873401592706,101.056661665125,96.671706866304,98.033442325333,91.448893417178
2008-02-01,84.625132360258,96.027965874885,93.306730708384,94.102564059164,101.258382644102,96.992756198159,98.777930377446,93.566521861228
2008-01-01,84.405255323179,95.960322824687,92.146604213962,94.522273903655,101.166456439305,96.373866019212,99.212111389983,94.243767040568
