"date","PI","W209RC1","A576RC1","A132RC1","B202RC1","B040RC1M027SBEA","A041RC1","B042RC1","A045RC1","A048RC1","PIROA","PII","PDI","PCTR","A063RC1","W823RC1","W825RC1","B931RC1","A061RC1","W055RC1","DSPI","A068RC1","PCE","B069RC1","W875RX1","PMSAVE","PSAVERT","A229RC0","POPTHM"
2009-12-01,12208.3,7810.5,6289.2,5106.2,1183,1062.1,1028.9,35.7,993.3,380.7,1742.2,1265.4,476.7,2213.6,2173.1,682.5,155.2,40.5,967.5,1143.7,11064.5,10443.3,10052.6,246.9,10505.5,621.2,5.6,35866,308495
2010-01-01,12296.6,7778.9,6246.2,5061.8,1184.3,1066.6,1050.1,31.6,1018.5,393.9,1756.7,1261.5,495.2,2294.2,2253.5,676.2,161.4,40.7,977.2,1194.1,11102.5,10449.5,10056.1,248.4,10490.7,653,5.9,35965,308706
2010-02-01,12301.4,7744.2,6211.2,5026.3,1184.9,1070.3,1052,29.8,1022.2,405.4,1767.9,1258.9,509,2302.8,2261.8,678.6,158.7,41,970.9,1188.6,11112.8,10487.1,10093.4,248.8,10487,625.6,5.6,35975,308904
2010-03-01,12365.6,7779.8,6242.4,5054.4,1188,1073.9,1065.3,29.9,1035.4,415.3,1765.2,1257.8,507.4,2312.7,2271.3,681.7,157.9,41.4,972.7,1192.7,11172.9,10548.7,10156,247.8,10529.1,624.2,5.6,36147,309095
2010-04-01,12473.3,7860.2,6315.6,5125.2,1190.4,1077.3,1088.5,31.9,1056.6,422.7,1772,1258.1,513.9,2310.3,2268.5,688.9,148.7,41.7,980.3,1201.1,11272.2,10570.3,10182.3,244.4,10638.7,702,6.2,36447,309279
2010-05-01,12575.2,7935.6,6384,5182.5,1201.5,1080.4,1108.7,34,1074.7,429.4,1777.5,1253.7,523.8,2311.6,2269.2,689.9,142.6,42.4,987.6,1215.3,11360,10597.9,10210.8,243.6,10740.6,762.1,6.7,36709,309457
2010-06-01,12585.4,7936.1,6382.5,5184.6,1197.9,1083.5,1110.9,36.2,1074.8,434.6,1778,1244.8,533.2,2311.4,2268.3,689,132.3,43.1,985.6,1223.4,11362,10620,10231.3,245.1,10755.9,742,6.5,36694,309643
2010-07-01,12629.5,7967.3,6410.2,5215.3,1195,1086.3,1122.1,38.4,1083.7,438.5,1774.2,1231.2,543,2314.7,2271,693.4,121.3,43.7,987.3,1242.8,11386.8,10655.5,10268.1,242.6,10789.5,731.3,6.4,36750,309847
2010-08-01,12697.4,7988.1,6427.8,5236,1191.9,1088.9,1129.8,40,1089.7,442.6,1778.1,1224,554.2,2347.1,2303,690.7,141.1,44.1,988.2,1257.8,11439.6,10691.7,10307.1,239.9,10811.8,748,6.5,36895,310060
2010-09-01,12719.1,7991.3,6429.5,5242.6,1186.9,1091.4,1132,41,1091,446.8,1789.1,1222.9,566.2,2346.6,2302.2,696.7,130.7,44.4,986.7,1268.4,11450.7,10708.7,10327.1,236.9,10824.2,742.1,6.5,36905,310280
2010-10-01,12768,8023.5,6458.3,5267.8,1190.5,1093.8,1134.2,41.3,1092.9,450.4,1802.6,1228.1,574.5,2346.4,2299.1,696.4,127.1,47.3,989,1279.8,11488.1,10770,10386.4,237,10840.9,718.1,6.3,37000,310488
2010-11-01,12808.4,8028.3,6461.6,5270.4,1191.2,1095.9,1140.7,44.8,1095.9,457.2,1821.8,1233.8,588,2348.2,2301,695.5,124.2,47.2,987.9,1287.4,11520.9,10817.2,10433.6,236.9,10859.3,703.7,6.1,37083,310677
2010-12-01,12914.3,8071.2,6500.9,5309.3,1191.6,1098,1153.3,52.1,1101.2,467.3,1858.1,1240,618.1,2355.8,2308.1,705.1,120.3,47.8,991.5,1300.2,11614.1,10854.5,10471,236.6,10936.6,759.6,6.5,37361,310858
2011-01-01,13120,8142.9,6553.2,5360.7,1192.5,1100.3,1166.2,62.8,1103.5,480.5,1876.7,1246.7,630,2362.9,2314,702.9,120.2,48.9,909.2,1418.4,11701.6,10894.3,10514.3,232.7,11109,807.3,6.9,37623,311023
2011-02-01,13193.3,8180.1,6586.6,5394.1,1192.5,1102.1,1182,66.8,1115.1,490.2,1895.1,1252.1,643,2358.9,2310.7,701.6,115.2,48.3,913,1427.4,11765.9,10919.5,10540.6,231.2,11157.7,846.5,7.2,37812,311173
2011-03-01,13214.3,8187.2,6592.1,5397.9,1194.2,1103.7,1188.7,64.8,1123.9,496.5,1891.5,1256.1,635.4,2363.6,2314.5,704.9,114.6,49.2,913.2,1433.9,11780.4,10999.9,10619.7,232.2,11129.7,780.5,6.6,37839,311333
2011-04-01,13247.4,8191.1,6594.9,5397.8,1197.1,1105.2,1197.8,59.4,1138.4,498.9,1906.7,1258.9,647.8,2365.9,2316.4,712.8,110.4,49.5,913,1438.6,11808.8,11035.3,10652.1,233.5,11114.2,773.5,6.6,37909,311502
2011-05-01,13270.9,8196.8,6598.9,5400.9,1198.1,1106.5,1206.8,57.8,1149.1,501.5,1917,1256.7,660.3,2362.5,2312.9,711.6,109.8,49.5,913.6,1444,11827,11054.2,10672.2,231.9,11107.8,772.8,6.5,37946,311678
2011-06-01,13323.5,8231.4,6630.8,5428.4,1202.5,1107.6,1226,60.4,1165.6,503.8,1922.6,1249.7,672.9,2356.5,2307,711.7,107.6,49.4,916.8,1455.1,11868.4,11072.8,10694.8,227.5,11169.8,795.7,6.7,38056,311872
2011-07-01,13398.4,8302.2,6696,5495.9,1200,1108.7,1238.9,64.2,1174.7,505.5,1924.3,1237.7,686.6,2352.2,2302.7,714.8,103.7,49.5,924.7,1469.6,11928.8,11109.3,10731.6,226.6,11231.3,819.5,6.9,38224,312077
2011-08-01,13420.6,8286.4,6680.7,5482.2,1198.5,1109.5,1262.6,66.6,1196,509.4,1932.6,1235.5,697.2,2352.4,2303.5,715.7,103.9,48.9,922.9,1471.7,11948.9,11129.7,10750.3,228,11227.3,819.2,6.9,38262,312292
2011-09-01,13422.3,8273.3,6668.2,5473.9,1194.4,1110.2,1253.4,62.9,1190.4,515.4,1949.8,1243,706.8,2351.6,2303.2,717.5,101.2,48.4,921.1,1472.9,11949.4,11166.7,10783.2,231.7,11214,782.7,6.5,38237,312509
2011-10-01,13430.4,8232.6,6629.7,5439.5,1190.3,1110.8,1257.7,62.3,1195.3,522.2,1980.4,1260.2,720.2,2354.2,2306.2,718,100.8,48,916.7,1468,11962.4,11188.1,10802.9,231.7,11219.3,774.3,6.5,38254,312708
2011-11-01,13447.9,8206.1,6605,5416.8,1188.1,1111.2,1264.2,63.1,1201.1,526.7,2008,1277.1,730.9,2356.5,2309.3,718.8,99.6,47.2,913.6,1465.3,11982.6,11189.7,10806.8,228.9,11211.8,792.9,6.6,38297,312889
2011-12-01,13582.4,8284,6678.1,5488,1190.1,1111.4,1284.7,65.3,1219.4,527.8,2040.8,1293.6,747.2,2367.1,2321.2,728.7,98.9,45.9,922,1479.4,12103,11195.9,10817.8,223.4,11330.5,907.2,7.5,38660,313064
2012-01-01,13683.6,8396.6,6781,5584.6,1196.4,1111.2,1302.6,62.2,1240.4,526.2,2057.6,1309.7,747.9,2334.4,2289.8,749.2,97.8,44.6,933.9,1456,12227.6,11274.6,10896.8,223.6,11426.7,953,7.8,39037,313227
2012-02-01,13798.1,8469.4,6848.6,5649.1,1199.5,1111.9,1327.5,59.6,1268,526.2,2080.1,1326,754.1,2336.7,2293.2,752.2,94.3,43.5,941.8,1469.9,12328.2,11369.1,10987.2,227.2,11514,959.1,7.8,39339,313383
2012-03-01,13877.1,8503.2,6879.3,5679.2,1200,1113.2,1335.1,57.8,1277.4,527.6,2106.5,1342.4,764.1,2350,2307.5,758.3,91.8,42.5,945.2,1479,12398.1,11383.5,10993.9,234.4,11557.9,1014.5,8.2,39541,313546
2012-04-01,13954.9,8517.6,6891,5694,1197,1115.1,1355.7,58.7,1297,530.3,2139.3,1359,780.3,2358.8,2317.1,756.8,89.9,41.7,946.8,1485.3,12469.6,11407.2,11018.5,233.1,11611.8,1062.5,8.5,39749,313710
2012-05-01,13944.6,8488.5,6861.9,5667.1,1194.8,1117.6,1357.2,58.5,1298.7,532.5,2147.7,1356.1,791.6,2361.7,2320.8,756.8,85.7,40.9,943.1,1485.2,12459.4,11392.5,11006.8,229.9,11611.6,1066.9,8.6,39694,313883
2012-06-01,13938.1,8505.2,6875,5679.5,1195.6,1120.7,1354,57.1,1296.9,534.2,2121,1333.5,787.5,2367.9,2327.7,764.6,83.1,40.3,944.4,1492.6,12445.5,11370.7,10989.8,224.7,11604.7,1074.9,8.6,39626,314072
2012-07-01,13859.9,8496,6863.1,5668.1,1195,1124.4,1343.7,57.1,1286.6,535.4,2065.3,1291.4,773.8,2362.5,2322.9,762.1,81.1,39.6,942.9,1495.8,12364.1,11396.3,11016.8,227.4,11527.5,967.8,7.8,39342,314272
2012-08-01,13879.8,8525,6886.6,5690,1196.6,1128.6,1342,58.7,1283.3,536.2,2064.4,1273.8,790.5,2357.6,2318.5,759.6,78.2,39.1,945.2,1506.4,12373.5,11438.5,11056,230.4,11513.8,935,7.6,39345,314489
2012-09-01,14028.2,8617.3,6968.5,5769.6,1198.9,1133.5,1348.9,62.3,1286.6,536.7,2106.1,1280.7,825.3,2374.1,2335.4,773.7,76.1,38.7,954.8,1527.8,12500.4,11491.1,11105.3,233.6,11610.3,1009.3,8.1,39721,314703
2012-10-01,14164.6,8659.8,7003.2,5802.7,1200.6,1138.9,1358.8,64.1,1294.7,538.2,2193.6,1312.1,881.5,2372.9,2334.6,763.1,75.4,38.3,958.7,1541.6,12622.9,11526.8,11137.4,232.7,11712.5,1096.1,8.7,40085,314905
2012-11-01,14346.4,8760.7,7092.1,5890.6,1201.6,1144.9,1370.7,63.3,1307.4,541.7,2259.9,1323.4,936.6,2382.4,2344.3,767.9,75.9,38.1,969,1566.3,12780.1,11565.7,11178.4,230.7,11891.8,1214.4,9.5,40560,315092
2012-12-01,14696.7,8869.1,7187.1,5983.4,1203.7,1151.5,1360.1,59.7,1300.3,548.4,2502.4,1314.5,1187.9,2397.2,2359.3,781.5,74.1,37.9,980.5,1608.2,13088.6,11565.2,11181.2,227.5,12227.2,1523.4,11.6,41517,315258
2013-01-01,13996.7,8730.8,7050.9,5845.9,1205,1159.6,1369.8,74.7,1295.1,555.1,2033.1,1285.4,747.7,2397.7,2359.9,784.7,70.5,37.8,1089.7,1641.5,12355.2,11629.8,11245.8,227.7,11508.6,725.4,5.9,39173,315400
2013-02-01,14015.4,8729.5,7040.6,5833.5,1207.1,1168.7,1385.3,91.9,1293.4,561.3,2027.9,1265.8,762.1,2401.7,2363.9,789.4,68.8,37.8,1090.3,1649.4,12366,11667.7,11282.1,229.3,11481.2,698.3,5.6,39191,315535
2013-03-01,14046.4,8737.5,7040.1,5833,1207.1,1176.8,1406.6,112.4,1294.2,566,2017.2,1255.7,761.5,2411,2373.2,795.9,67.7,37.8,1092,1659,12387.3,11658.3,11268.9,233.2,11517.7,729.1,5.9,39240,315682
2013-04-01,14089.6,8781,7073.1,5866.1,1206.9,1184.4,1417.6,106.9,1310.8,568.8,2019.8,1255.1,764.7,2400.5,2362.6,786.2,66.2,37.8,1098,1674.7,12414.9,11649.7,11259.3,232.6,11580,765.3,6.2,39308,315841
2013-05-01,14168.4,8825.3,7108,5901.5,1206.5,1190.9,1416.7,95.3,1321.4,573.4,2037.3,1255.9,781.4,2419.5,2381.7,797.7,64.9,37.9,1103.8,1685.2,12483.2,11682.8,11295.1,229.9,11631.6,800.4,6.4,39502,316016
2013-06-01,14200.8,8852.4,7127.8,5920.9,1206.8,1196.8,1397.6,80.1,1317.5,577.3,2052.3,1258.1,794.2,2428.6,2390.5,801.7,63.2,38,1107.3,1687.6,12513.2,11701.6,11318.5,225,11629.7,811.7,6.5,39574,316202
2013-07-01,14191.1,8821.4,7093.9,5893.6,1200.3,1201.8,1401.2,84.1,1317.1,582.1,2061.3,1261.7,799.6,2428.6,2390.4,799.2,61.3,38.2,1103.5,1673.5,12517.6,11731,11346.8,226.4,11605.6,786.5,6.3,39562,316405
2013-08-01,14240.1,8846.4,7113.5,5910.6,1202.9,1206.1,1405.3,86.8,1318.5,585.3,2073.4,1264.7,808.7,2435.9,2397.4,803.9,58.9,38.5,1106.2,1673.9,12566.2,11763.9,11376.9,228.9,11628.9,802.3,6.4,39688,316627
2013-09-01,14301.2,8868.9,7131.1,5919.8,1211.3,1209.6,1426.6,107.5,1319,587.9,2087.7,1267,820.7,2439.1,2400.3,803.8,57.1,38.8,1109,1677.3,12623.9,11804.9,11413.9,232.4,11681.3,819,6.5,39842,316846
2013-10-01,14290.7,8887.3,7146.1,5934.3,1211.7,1212.3,1400.4,74.2,1326.1,588.5,2086.8,1268.6,818.2,2438.7,2399.6,803.4,57.2,39.1,1110.9,1682.5,12608.2,11856,11465.2,230.7,11651.7,752.2,6,39767,317055
2013-11-01,14357.7,8946.2,7199.7,5985.3,1214.4,1214.3,1400.2,66.6,1333.5,590.3,2097.6,1272,825.6,2440.9,2401.4,809.4,56.2,39.5,1117.6,1698,12659.6,11921.5,11531.3,229.4,11697,738.2,5.8,39905,317248
2013-12-01,14425.7,8993.8,7243.2,6027.2,1216,1215.5,1399.3,62.9,1336.4,593.2,2112.5,1277.1,835.4,2449.9,2410,813.1,58.1,39.9,1123.1,1713.8,12711.9,11948.5,11558.6,228.6,11731.6,763.4,6,40046,317429
2014-01-01,14529.9,9062.4,7310.3,6091.5,1218.8,1215.5,1411.1,66.9,1344.3,596.2,2133.3,1283.9,849.4,2461,2420.6,822.8,41.2,40.4,1134.1,1732,12797.9,11941.1,11543.7,232.9,11800.5,856.8,6.7,40296,317598
2014-02-01,14620.1,9116.6,7361,6139,1222,1215.8,1407.7,67.4,1340.4,598.2,2165.8,1292.1,873.7,2472.1,2431.2,824,38.3,40.9,1140.2,1746.9,12873.2,12017.7,11615.4,237.2,11870.9,855.6,6.6,40513,317758
2014-03-01,14725.2,9163.7,7404.5,6179.7,1224.8,1217,1415.3,64.7,1350.6,600,2201.9,1301.5,900.4,2489.3,2447.9,827.7,37.5,41.3,1145,1755.5,12969.8,12100.9,11695.2,239.9,11933,868.9,6.7,40795,317924
2014-04-01,14800.2,9159.9,7399.4,6171.7,1227.6,1219.1,1436.2,70.6,1365.6,601.6,2238.9,1312.3,926.6,2507.3,2465.5,829.9,36.6,41.8,1143.7,1753.4,13046.8,12145.3,11737.4,240.5,11965.2,901.5,6.9,41015,318098
2014-05-01,14872.4,9166.3,7403.9,6174.7,1229.3,1221.1,1451,76.7,1374.3,602.7,2266.4,1322.4,944,2529.6,2487.3,831.9,35.7,42.2,1143.6,1755.8,13116.7,12186.6,11778.6,240.1,11993.1,930,7.1,41211,318284
2014-06-01,14951.3,9191.2,7424.8,6190,1234.8,1223.7,1464.5,83.7,1380.9,603.5,2294.8,1331.9,962.9,2543.5,2500.8,833.2,35.1,42.7,1146.3,1766,13185.2,12245.3,11838,238.7,12042.7,940,7.1,41401,318479
2014-07-01,15026.9,9228.9,7457.7,6219,1238.7,1226.5,1472.1,73.2,1398.9,603.6,2316.1,1340.8,975.3,2556.5,2513.4,834.2,34.4,43.1,1150.4,1782.8,13244.1,12290.5,11879.2,240.4,12085.3,953.6,7.2,41558,318692
2014-08-01,15105.5,9285.6,7508.1,6267.9,1240.2,1229.7,1466.4,63.7,1402.7,604.9,2335.8,1350.8,985,2569.2,2525.6,836.1,34.1,43.6,1156.4,1799.9,13305.6,12374,11958.8,243.8,12150.7,931.6,7,41721,318921
2014-09-01,15166,9327.3,7543.2,6297.8,1245.4,1233.6,1460,54.9,1405.1,605.3,2356,1361.8,994.3,2578.9,2534.8,839.1,33.6,44.1,1161.6,1813,13353,12385.9,11964.9,249.1,12196.7,967,7.2,41839,319149
2014-10-01,15233.2,9375.3,7584.4,6334.6,1249.8,1237.6,1454.8,59,1395.7,607,2376.1,1373.8,1002.3,2587.2,2542.6,841.2,32.9,44.5,1167.1,1825.4,13407.7,12461.1,12035.5,252.1,12257,946.7,7.1,41982,319367
2014-11-01,15304.9,9439.6,7640.2,6386.4,1253.8,1242.4,1447.2,63.7,1383.5,605.9,2392.8,1382.6,1010.3,2593.7,2548.7,842.7,32.9,45,1174.3,1837.7,13467.1,12486.7,12058.4,254.3,12329.5,980.4,7.3,42143,319561
2014-12-01,15383.1,9485.8,7678.3,6420.9,1257.4,1247.5,1461.1,68.4,1392.7,603.5,2402.4,1388.1,1014.3,2610.4,2565,852.8,33.2,45.4,1180,1846.3,13536.8,12497.9,12067.6,255.8,12408.3,1038.9,7.7,42337,319742
2015-01-01,15444.5,9529.1,7717.9,6457.6,1260.2,1251.9,1458.7,61.9,1396.8,596,2416.8,1390.3,1026.4,2628.6,2582.8,859.4,32.9,45.8,1184.8,1894.1,13550.3,12471.6,12036.5,255.3,12507.8,1078.7,8,42358,319904
2015-02-01,15525.3,9570.8,7752.2,6488.7,1263.5,1256.7,1432.6,54.3,1378.2,594.5,2475,1399.1,1075.8,2642.2,2595.9,861.3,32.9,46.3,1189.7,1904.2,13621.1,12517.7,12083.1,254.1,12552.7,1103.4,8.1,42559,320053
2015-03-01,15523.4,9591.7,7768.5,6502.7,1265.8,1260,1413.5,47.4,1366.1,598.1,2451.1,1414.5,1036.7,2661.3,2614.3,864.8,32.9,47,1192.3,1915.3,13608,12565.5,12132.2,252.3,12508.2,1042.5,7.7,42496,320215
2015-04-01,15581.5,9625.5,7796.3,6525.8,1270.5,1264.1,1408.8,52.3,1356.6,606.5,2463.4,1436.3,1027.1,2673.4,2625.8,866.2,32.3,47.7,1196.2,1933.1,13648.4,12609.1,12170.3,256,12543.4,1039.3,7.6,42599,320390
2015-05-01,15650.7,9677.2,7840.7,6567.7,1273,1268.4,1410.6,55.3,1355.3,612.3,2468.1,1450.2,1018,2684.7,2636.3,870.5,32.3,48.5,1202.2,1947,13703.7,12677.7,12233.6,260.9,12569.5,1026,7.5,42747,320574
2015-06-01,15687.4,9695.8,7855.4,6580,1275.4,1271.2,1414.5,56,1358.5,615.1,2477.6,1456,1021.6,2688.9,2639.5,868.8,32.6,49.3,1204.3,1948.8,13738.6,12720.9,12270.3,267.1,12576.7,1017.7,7.4,42830,320769
2015-07-01,15727.5,9729.6,7884,6605.5,1278.5,1274.5,1423.8,54.2,1369.6,614.9,2472.6,1453.8,1018.8,2694.8,2644.5,872.3,32.3,50.3,1208.2,1945.2,13782.3,12780.1,12327.5,267.7,12599.4,1002.3,7.3,42938,320982
2015-08-01,15761.1,9757.6,7908.5,6627.8,1280.7,1276.3,1422.8,54.9,1367.9,615,2477.7,1453.9,1023.7,2699.7,2648.4,874.7,32.6,51.3,1211.6,1946.8,13814.3,12811.6,12359.3,267.3,12627.1,1002.7,7.3,43008,321205
2015-09-01,15782.3,9768,7916.4,6635,1281.4,1278.2,1423.1,58.2,1364.9,614.7,2486.3,1456.3,1030,2703,2650.6,874.8,32.6,52.4,1212.8,1950.1,13832.2,12807.4,12356.4,265.7,12663,1024.8,7.4,43034,321428
2015-10-01,15822.4,9802.5,7946.6,6662.7,1283.9,1280.5,1420.4,57.1,1363.3,614.7,2495.2,1460.9,1034.3,2706.4,2652.9,877.3,32.2,53.5,1216.8,1963.6,13858.9,12816.2,12362.3,268.9,12700.5,1042.7,7.5,43088,321641
2015-11-01,15831,9811.2,7953.5,6666.5,1286.9,1281.9,1403.8,52.4,1351.4,615.4,2504.7,1464.2,1040.6,2713.6,2658.8,880.2,32.5,54.8,1217.7,1965.9,13865.2,12854.5,12397.5,271.9,12694.1,1010.7,7.3,43082,321834
2015-12-01,15885.7,9834.2,7973.8,6684.7,1289.1,1283.3,1417.2,45.1,1372.1,616.6,2509.7,1466,1043.7,2728.3,2672,891.2,32.5,56.3,1220.3,1965.3,13920.3,12892.7,12432.8,274.8,12743.1,1027.6,7.4,43228,322020
2016-01-01,15906.1,9849.6,7991.6,6700.3,1291.3,1283.3,1411.2,40.2,1371.1,617.6,2519.4,1467.4,1052,2733.8,2675.8,883.7,32.6,58,1225.4,1927.5,13978.7,12908.3,12452.1,270.3,12751.1,1070.4,7.7,43386,322196
2016-02-01,15906.3,9842.5,7984.3,6690.2,1294.1,1284.3,1408.9,37.2,1371.7,619.7,2511.8,1466.4,1045.5,2747.6,2688.2,887.3,32.5,59.4,1224.2,1921.4,13984.9,12979,12526.3,266.8,12745.9,1005.9,7.2,43384,322353
2016-03-01,15943.3,9862.9,8002.3,6704.4,1297.9,1285.6,1410.1,36.6,1373.5,622.2,2519.7,1463.1,1056.6,2754.9,2694.5,887.2,32.2,60.3,1226.4,1924.9,14018.4,12956.2,12506.8,263.5,12745.1,1062.2,7.6,43466,322513
2016-04-01,15974.1,9890.4,8026.6,6726.3,1300.3,1287.2,1406.3,38,1368.3,625.2,2519.4,1457.6,1061.7,2762.5,2701.6,893,32.1,60.9,1229.7,1935.6,14038.5,13033.4,12586,267.1,12725.5,1005.1,7.2,43505,322685
2016-05-01,15993.9,9895.5,8030.8,6727.7,1303.1,1288,1405.3,38,1367.3,627,2527.1,1455.4,1071.6,2769.3,2708,893.7,32.5,61.3,1230.3,1941.8,14052.1,13076,12624.4,271.1,12719.2,976.1,6.9,43523,322867
2016-06-01,16038.1,9929.8,8060.2,6756,1304.3,1290.8,1417.2,36.7,1380.5,627.8,2526.5,1456.6,1069.8,2771.4,2710,892.9,32.4,61.4,1234.4,1952.7,14085.5,13157.8,12701.7,275.6,12735.5,927.7,6.6,43600,323061
2016-07-01,16105,9978,8102.7,6791.3,1311.4,1293.7,1424,34.7,1389.3,626.8,2537.9,1461.1,1076.8,2778.4,2717.2,897,32.1,61.2,1240.1,1966.2,14138.9,13180.8,12720.6,276,12787.7,958.1,6.8,43738,323265
2016-08-01,16142.6,9983.8,8105.9,6792.6,1313.3,1296.1,1429.5,33.5,1396.1,627.7,2552.5,1463.7,1088.8,2789.8,2729,899.9,32.4,60.8,1240.7,1970.3,14172.3,13209.5,12749.8,275.3,12793.7,962.8,6.8,43813,323473
2016-09-01,16207.3,10033.7,8149.4,6831.8,1317.6,1299.6,1439.6,32.9,1406.8,628.4,2559.4,1464.5,1094.9,2793,2732.8,901.3,31.8,60.2,1246.7,1979.6,14227.7,13264.9,12806.8,273.6,12830.4,962.8,6.8,43956,323680
2016-10-01,16264.5,10078.3,8188.1,6869.4,1318.7,1302.7,1433.6,28.4,1405.1,629.4,2566.2,1463.5,1102.7,2809.4,2750.2,910.6,31.3,59.3,1252.3,1985.1,14279.4,13291.5,12828.1,275.1,12841,987.9,6.9,44089,323876
2016-11-01,16307.3,10103.3,8208.6,6888.5,1320.1,1305.9,1445,26.6,1418.4,632,2577.2,1472.2,1105,2805.1,2747.1,904.5,31.1,58,1255.3,1991,14316.3,13319.8,12853.6,277.6,12881.2,996.5,7,44179,324052
2016-12-01,16374.1,10145.6,8244.5,6920.1,1324.3,1309.8,1449,26.5,1422.5,636.1,2594.7,1490.8,1103.9,2809.2,2752.9,906.6,31.4,56.3,1260.5,2002.7,14371.3,13432.8,12962.9,281.1,12917.3,938.5,6.5,44326,324216
2017-01-01,16485.8,10195.1,8287,6959.2,1327.8,1314.8,1474,35.5,1438.4,641.4,2621.2,1519.1,1102,2827.7,2773.5,913.4,31,54.2,1273.5,2000.8,14485,13484.5,13015.1,281.7,12957.6,1000.4,6.9,44657,324362
2017-02-01,16559.1,10233,8318.5,6986.7,1331.8,1319.1,1481.6,44.5,1437.1,644.6,2645.9,1538.1,1107.8,2831.9,2779.5,915.6,30.8,52.4,1278,2008.5,14550.6,13503.7,13034.7,281,13011.8,1046.9,7.2,44841,324494
2017-03-01,16611.2,10248.1,8328.6,6993.9,1334.7,1323.6,1497.6,52.1,1445.5,645.8,2662.4,1547.8,1114.6,2836.8,2785.8,920.8,30.6,51,1279.5,2005.8,14605.4,13556.8,13089.6,278.9,13063.2,1048.5,7.2,44990,324632
2017-04-01,16666.6,10300.7,8372.9,7035.8,1337.1,1329,1495.1,47.5,1447.7,644.9,2679,1548.2,1130.9,2832.4,2782.5,918.9,30.2,49.8,1285.5,2002.6,14664,13603.7,13127.7,282.1,13084.8,1060.2,7.2,45150,324783
2017-05-01,16761.8,10331.4,8396.6,7057,1339.6,1334.5,1499.2,42.3,1456.9,644.7,2737.5,1549.8,1187.7,2837.8,2789,921.6,29.9,48.8,1288.9,2003.6,14758.2,13610.6,13128.7,287.7,13173.3,1147.6,7.8,45418,324944
2017-06-01,16790.6,10381.7,8438.1,7094.5,1343.6,1340.7,1501.3,36.8,1464.4,645.6,2709.9,1552.7,1157.2,2846.5,2798.5,925.2,30.2,48,1294.4,2015.3,14775.3,13667.3,13176.8,295.9,13177.9,1108,7.5,45446,325117
2017-07-01,16851.5,10432.4,8479.4,7131.1,1348.3,1347.5,1495.5,35.5,1460,650.2,2716.6,1556.9,1159.7,2856.6,2809.3,927.2,30.2,47.4,1299.8,2034.1,14817.4,13690.2,13198.3,297.2,13222.8,1127.1,7.6,45550,325296
2017-08-01,16920,10471.1,8509.5,7156.7,1352.7,1354.5,1500.6,35.1,1465.4,653.5,2727.2,1560.4,1166.8,2871.3,2824.5,929,30.2,46.9,1303.7,2053.6,14866.3,13732.2,13241,296,13244.8,1134.1,7.6,45676,325476
2017-09-01,17025.6,10538.1,8566.6,7208.8,1357.8,1360.9,1512.5,35.7,1476.8,661,2740.7,1563.2,1177.5,2884.3,2837.8,931.4,30.2,46.6,1311,2080.7,14945,13853.2,13365.1,292.5,13276.4,1091.8,7.3,45892,325653
2017-10-01,17110.8,10597.2,8614.4,7252.4,1362,1369.3,1523.4,36.5,1486.9,665,2747.8,1565.4,1182.4,2894.5,2848.1,939.3,29.7,46.4,1317.2,2107.7,15003.1,13890.1,13394.8,296.7,13325.2,1113,7.4,46047,325820
2017-11-01,17177.4,10668.5,8673.7,7306.3,1367.4,1377.7,1540.3,36.5,1503.8,668.6,2749.5,1568.1,1181.4,2875.3,2828.8,933.9,29.8,46.5,1324.7,2131.1,15046.3,13996.4,13495.7,301.6,13382.1,1049.9,7,46159,325968
2017-12-01,17241.9,10716.4,8711,7338.2,1372.8,1386.4,1548.8,35.4,1513.4,667.5,2757.3,1571.4,1185.9,2881.1,2834.2,936.7,29.5,46.9,1329.2,2144,15098,14108.7,13601.8,307.3,13422.6,989.3,6.6,46299,326100
2018-01-01,17340,10762.2,8749.8,7373.4,1376.4,1395.4,1555.3,36.8,1518.5,668.7,2764,1575.2,1188.8,2932,2884.5,959.5,29.5,47.5,1342.2,2084.1,15255.8,14128.1,13620.1,308.7,13421.6,1127.7,7.4,46766,326216
2018-02-01,17406.8,10780.8,8758.8,7376.6,1382.1,1405.1,1573.8,37.5,1536.3,671.7,2785.6,1581.1,1204.6,2937.7,2889.7,958.7,28.8,48,1342.8,2078,15328.8,14166.4,13657.2,309.5,13450.9,1162.4,7.6,46974,326323
2018-03-01,17471.4,10809.3,8778.4,7392.9,1385.5,1413.2,1571.8,38.1,1533.7,675.1,2808.4,1589,1219.4,2951.9,2903.4,965,28.5,48.5,1345.1,2066.6,15404.8,14234.9,13725,309.5,13476.5,1170,7.6,47191,326437
2018-04-01,17525.8,10851.3,8811.4,7422,1389.3,1420.4,1567.3,38.3,1529,675.5,2821.7,1598.9,1222.8,2959.1,2910.1,964.7,28.2,49,1349.1,2049.5,15476.3,14324,13809.3,311.9,13487.3,1152.3,7.4,47392,326563
2018-05-01,17596,10885.2,8836.5,7442.9,1393.6,1428,1572.6,39.3,1533.2,677.1,2845.2,1606,1239.2,2968,2918.5,968.3,27.3,49.4,1352.1,2044.5,15551.5,14390.7,13872.1,315.3,13519.6,1160.9,7.5,47602,326699
